nohup: ignoring input
Namespace(attack_method='AGIA', cuda=True, dataset='Pubmed', debug=True, defense_mode='none', device_id=2, dis_weight=0.0, dropout=0.5, epochs=200, evaluate_mode='overall', hidden=32, homo_boost_thrd=0.5, homo_loss_weight=200.0, inner=1, lr=0.01, model='GCN', no_cuda=False, prune_thr=0.15, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, test_model='GNNGuard', thrd=0.5, train_lr=0.01, trigger_prob=0.5, trigger_size=3, trojan_epochs=1500, vs_ratio=0.005, weight_decay=0.0005)
Data(x=[19717, 500], edge_index=[2, 88648], y=[19717], train_mask=[19717], val_mask=[19717], test_mask=[19717])
Length of training set: 3943
Training benign model Finished!
Benign CA: 0.3810
./selected_nodes/Pubmed/Overall/seed10/nodes.txt
Training Surrogate Model...
=== training gcn model ===
Epoch 0, training loss: 1.0977574586868286
acc_val: 0.4079
Epoch 10, training loss: 0.9774625897407532
acc_val: 0.6585
Epoch 20, training loss: 0.8631055951118469
acc_val: 0.7174
Epoch 30, training loss: 0.7565116286277771
acc_val: 0.7900
Epoch 40, training loss: 0.6646937727928162
acc_val: 0.8209
Epoch 50, training loss: 0.6035282015800476
acc_val: 0.8321
Epoch 60, training loss: 0.5616564154624939
acc_val: 0.8437
Epoch 70, training loss: 0.5309169888496399
acc_val: 0.8498
Epoch 80, training loss: 0.5117023587226868
acc_val: 0.8493
Epoch 90, training loss: 0.4920107424259186
acc_val: 0.8554
Epoch 100, training loss: 0.4745520055294037
acc_val: 0.8579
Epoch 110, training loss: 0.4643174111843109
acc_val: 0.8559
Epoch 120, training loss: 0.45630916953086853
acc_val: 0.8610
Epoch 130, training loss: 0.4442738890647888
acc_val: 0.8605
Epoch 140, training loss: 0.4397967755794525
acc_val: 0.8635
Epoch 150, training loss: 0.4333151578903198
acc_val: 0.8630
Epoch 160, training loss: 0.42696985602378845
acc_val: 0.8625
Epoch 170, training loss: 0.4205875098705292
acc_val: 0.8635
Epoch 180, training loss: 0.4133424162864685
acc_val: 0.8661
Epoch 190, training loss: 0.4166029691696167
acc_val: 0.8635
=== picking the best model according to the performance on validation ===
Training Completed...
precent of left attach nodes: 1.000
target class rate on Vs: 0.0385
target class rate on Vs: 0.0000
accuracy on clean test nodes: 0.8224
torch.Size([88648])
torch.Size([19717, 500])
Attacking: Sequential inject 1183/5916 nodes, target 1972/1972 nodes
Attacking: Epoch 0, Loss: 17.08921, Surrogate test score: 0.61714
Attacking: Epoch 1, Loss: 15.94370, Surrogate test score: 0.57353
Attacking: Epoch 2, Loss: 15.17405, Surrogate test score: 0.55274
Attacking: Epoch 3, Loss: 14.56262, Surrogate test score: 0.53448
Attacking: Epoch 4, Loss: 14.06310, Surrogate test score: 0.51876
Attacking: Epoch 5, Loss: 13.68163, Surrogate test score: 0.50710
Attacking: Epoch 6, Loss: 13.38846, Surrogate test score: 0.49797
Attacking: Epoch 7, Loss: 13.14121, Surrogate test score: 0.49087
Attacking: Epoch 8, Loss: 12.95175, Surrogate test score: 0.48631
Attacking: Epoch 9, Loss: 12.80161, Surrogate test score: 0.48276
Attacking: Epoch 10, Loss: 12.66225, Surrogate test score: 0.47617
Attacking: Epoch 11, Loss: 12.53227, Surrogate test score: 0.47312
Attacking: Epoch 12, Loss: 12.42951, Surrogate test score: 0.47160
Attacking: Epoch 13, Loss: 12.34428, Surrogate test score: 0.46957
Attacking: Epoch 14, Loss: 12.26745, Surrogate test score: 0.46704
Attacking: Epoch 15, Loss: 12.19510, Surrogate test score: 0.46450
Attacking: Epoch 16, Loss: 12.13245, Surrogate test score: 0.46349
Attacking: Epoch 17, Loss: 12.06894, Surrogate test score: 0.46146
Attacking: Epoch 18, Loss: 12.00392, Surrogate test score: 0.45892
Attacking: Epoch 19, Loss: 11.93290, Surrogate test score: 0.45791
Attacking: Epoch 20, Loss: 11.87257, Surrogate test score: 0.45690
Attacking: Epoch 21, Loss: 11.82873, Surrogate test score: 0.45639
Attacking: Epoch 22, Loss: 11.79125, Surrogate test score: 0.45588
Attacking: Epoch 23, Loss: 11.75126, Surrogate test score: 0.45538
Attacking: Epoch 24, Loss: 11.71831, Surrogate test score: 0.45335
Attacking: Epoch 25, Loss: 11.68341, Surrogate test score: 0.45233
Attacking: Epoch 26, Loss: 11.65908, Surrogate test score: 0.45183
Attacking: Epoch 27, Loss: 11.63780, Surrogate test score: 0.45081
Attacking: Epoch 28, Loss: 11.61816, Surrogate test score: 0.45030
Attacking: Epoch 29, Loss: 11.59778, Surrogate test score: 0.44980
Attacking: Epoch 30, Loss: 11.57568, Surrogate test score: 0.44929
Attacking: Epoch 31, Loss: 11.54512, Surrogate test score: 0.44878
Attacking: Epoch 32, Loss: 11.50754, Surrogate test score: 0.44625
Attacking: Epoch 33, Loss: 11.45684, Surrogate test score: 0.44523
Attacking: Epoch 34, Loss: 11.41998, Surrogate test score: 0.44473
Attacking: Epoch 35, Loss: 11.38626, Surrogate test score: 0.44320
Attacking: Epoch 36, Loss: 11.35526, Surrogate test score: 0.44270
Attacking: Epoch 37, Loss: 11.32847, Surrogate test score: 0.44270
Attacking: Epoch 38, Loss: 11.30718, Surrogate test score: 0.44270
Attacking: Epoch 39, Loss: 11.28623, Surrogate test score: 0.44168
Attacking: Epoch 40, Loss: 11.26592, Surrogate test score: 0.44168
Attacking: Epoch 41, Loss: 11.24323, Surrogate test score: 0.44118
Attacking: Epoch 42, Loss: 11.21163, Surrogate test score: 0.44067
Attacking: Epoch 43, Loss: 11.18841, Surrogate test score: 0.44067
Attacking: Epoch 44, Loss: 11.17386, Surrogate test score: 0.44067
Attacking: Epoch 45, Loss: 11.15829, Surrogate test score: 0.44067
Attacking: Epoch 46, Loss: 11.12978, Surrogate test score: 0.43966
Attacking: Epoch 47, Loss: 11.10455, Surrogate test score: 0.43966
Attacking: Epoch 48, Loss: 11.08562, Surrogate test score: 0.43915
Attacking: Epoch 49, Loss: 11.06479, Surrogate test score: 0.43915
Attacking: Epoch 50, Loss: 11.05090, Surrogate test score: 0.43915
Attacking: Epoch 51, Loss: 11.03666, Surrogate test score: 0.43915
Attacking: Epoch 52, Loss: 11.01183, Surrogate test score: 0.43864
Attacking: Epoch 53, Loss: 10.99433, Surrogate test score: 0.43864
Attacking: Epoch 54, Loss: 10.96717, Surrogate test score: 0.43712
Attacking: Epoch 55, Loss: 10.92442, Surrogate test score: 0.43661
Attacking: Epoch 56, Loss: 10.87333, Surrogate test score: 0.43458
Attacking: Epoch 57, Loss: 10.83772, Surrogate test score: 0.43357
Attacking: Epoch 268, Loss: 8.53707, Surrogate test score: 0.38793
Attacking: Epoch 269, Loss: 8.53527, Surrogate test score: 0.38793
Attacking: Epoch 270, Loss: 8.53348, Surrogate test score: 0.38793
Attacking: Epoch 271, Loss: 8.53169, Surrogate test score: 0.38793
Attacking: Epoch 272, Loss: 8.52821, Surrogate test score: 0.38793
Attacking: Epoch 273, Loss: 8.51577, Surrogate test score: 0.38742
Attacking: Epoch 274, Loss: 8.51402, Surrogate test score: 0.38742
Attacking: Epoch 275, Loss: 8.51234, Surrogate test score: 0.38742
Attacking: Epoch 276, Loss: 8.50940, Surrogate test score: 0.38742
Attacking: Epoch 277, Loss: 8.48433, Surrogate test score: 0.38641
Attacking: Epoch 278, Loss: 8.48270, Surrogate test score: 0.38641
Attacking: Epoch 279, Loss: 8.48110, Surrogate test score: 0.38641
Attacking: Epoch 280, Loss: 8.47949, Surrogate test score: 0.38641
Attacking: Epoch 281, Loss: 8.47788, Surrogate test score: 0.38641
Attacking: Epoch 282, Loss: 8.47615, Surrogate test score: 0.38641
Attacking: Epoch 283, Loss: 8.47452, Surrogate test score: 0.38641
Attacking: Epoch 284, Loss: 8.47273, Surrogate test score: 0.38641
Attacking: Epoch 285, Loss: 8.46450, Surrogate test score: 0.38590
Attacking: Epoch 286, Loss: 8.45711, Surrogate test score: 0.38590
Attacking: Epoch 287, Loss: 8.45538, Surrogate test score: 0.38590
Attacking: Epoch 288, Loss: 8.45382, Surrogate test score: 0.38590
Attacking: Epoch 289, Loss: 8.45224, Surrogate test score: 0.38590
Attacking: Epoch 290, Loss: 8.45065, Surrogate test score: 0.38590
Attacking: Epoch 291, Loss: 8.44908, Surrogate test score: 0.38590
Attacking: Epoch 292, Loss: 8.44749, Surrogate test score: 0.38590
Attacking: Epoch 293, Loss: 8.44586, Surrogate test score: 0.38590
Attacking: Epoch 294, Loss: 8.44452, Surrogate test score: 0.38590
Attacking: Epoch 295, Loss: 8.44283, Surrogate test score: 0.38590
Attacking: Epoch 296, Loss: 8.44298, Surrogate test score: 0.38590
Attacking: Epoch 297, Loss: 8.43979, Surrogate test score: 0.38590
Attacking: Epoch 298, Loss: 8.43844, Surrogate test score: 0.38590
Attacking: Epoch 299, Loss: 8.43690, Surrogate test score: 0.38590
Attacking: Epoch 300, Loss: 8.43562, Surrogate test score: 0.38590
Attacking: Epoch 301, Loss: 8.43419, Surrogate test score: 0.38590
Attacking: Epoch 302, Loss: 8.43286, Surrogate test score: 0.38590
Attacking: Epoch 303, Loss: 8.43169, Surrogate test score: 0.38590
Attacking: Epoch 304, Loss: 8.43004, Surrogate test score: 0.38590
Attacking: Epoch 305, Loss: 8.42864, Surrogate test score: 0.38590
Attacking: Epoch 306, Loss: 8.42719, Surrogate test score: 0.38590
Attacking: Epoch 307, Loss: 8.42579, Surrogate test score: 0.38590
Attacking: Epoch 308, Loss: 8.42424, Surrogate test score: 0.38590
Attacking: Epoch 309, Loss: 8.42281, Surrogate test score: 0.38590
Attacking: Epoch 310, Loss: 8.42130, Surrogate test score: 0.38590
Attacking: Epoch 311, Loss: 8.41980, Surrogate test score: 0.38590
Attacking: Epoch 312, Loss: 8.41846, Surrogate test score: 0.38590
Attacking: Epoch 313, Loss: 8.41688, Surrogate test score: 0.38590
Attacking: Epoch 314, Loss: 8.41538, Surrogate test score: 0.38590
Attacking: Epoch 315, Loss: 8.41383, Surrogate test score: 0.38590
Attacking: Epoch 316, Loss: 8.41236, Surrogate test score: 0.38590
Attacking: Epoch 317, Loss: 8.41090, Surrogate test score: 0.38590
Attacking: Epoch 318, Loss: 8.40938, Surrogate test score: 0.38590
Attacking: Epoch 319, Loss: 8.40801, Surrogate test score: 0.38590
Attacking: Epoch 320, Loss: 8.40647, Surrogate test score: 0.38590
Attacking: Epoch 321, Loss: 8.40500, Surrogate test score: 0.38590
Attacking: Epoch 322, Loss: 8.40342, Surrogate test score: 0.38590
Attacking: Epoch 323, Loss: 8.38988, Surrogate test score: 0.38540
Attacking: Epoch 324, Loss: 8.38856, Surrogate test score: 0.38540
Attacking: Epoch 325, Loss: 8.38717, Surrogate test score: 0.38540
Attacking: Epoch 326, Loss: 8.38580, Surrogate test score: 0.38540
Attacking: Epoch 327, Loss: 8.38433, Surrogate test score: 0.38540
Attacking: Epoch 328, Loss: 8.38291, Surrogate test score: 0.38540
Attacking: Epoch 329, Loss: 8.38169, Surrogate test score: 0.38540
Attacking: Epoch 330, Loss: 8.38029, Surrogate test score: 0.38540
Attacking: Epoch 331, Loss: 8.37898, Surrogate test score: 0.38540
Attacking: Epoch 332, Loss: 8.37761, Surrogate test score: 0.38540
Attacking: Epoch 333, Loss: 8.37623, Surrogate test score: 0.38540
Attacking: Epoch 334, Loss: 8.37500, Surrogate test score: 0.38540
Attacking: Epoch 335, Loss: 8.37365, Surrogate test score: 0.38540
Attacking: Epoch 336, Loss: 8.37238, Surrogate test score: 0.38540
Attacking: Epoch 337, Loss: 8.37107, Surrogate test score: 0.38540
Attacking: Epoch 338, Loss: 8.36973, Surrogate test score: 0.38540
Attacking: Epoch 339, Loss: 8.36834, Surrogate test score: 0.38540
Attacking: Epoch 340, Loss: 8.36709, Surrogate test score: 0.38540
Attacking: Epoch 341, Loss: 8.36582, Surrogate test score: 0.38540
Attacking: Epoch 342, Loss: 8.36434, Surrogate test score: 0.38540
Attacking: Epoch 343, Loss: 8.36310, Surrogate test score: 0.38540
Attacking: Epoch 344, Loss: 8.36181, Surrogate test score: 0.38540
Attacking: Epoch 345, Loss: 8.36052, Surrogate test score: 0.38540
Attacking: Epoch 346, Loss: 8.35934, Surrogate test score: 0.38540
Attacking: Epoch 347, Loss: 8.35800, Surrogate test score: 0.38540
Attacking: Epoch 348, Loss: 8.35673, Surrogate test score: 0.38540
Attacking: Epoch 349, Loss: 8.34329, Surrogate test score: 0.38489
Attacking: Epoch 350, Loss: 8.34206, Surrogate test score: 0.38489
Attacking: Epoch 351, Loss: 8.34075, Surrogate test score: 0.38489
Attacking: Epoch 352, Loss: 8.33940, Surrogate test score: 0.38489
Attacking: Epoch 353, Loss: 8.33753, Surrogate test score: 0.38489
Attacking: Epoch 354, Loss: 8.32458, Surrogate test score: 0.38438
Attacking: Epoch 355, Loss: 8.32345, Surrogate test score: 0.38438
Attacking: Epoch 356, Loss: 8.32206, Surrogate test score: 0.38438
Attacking: Epoch 357, Loss: 8.32084, Surrogate test score: 0.38438
Attacking: Epoch 358, Loss: 8.31953, Surrogate test score: 0.38438
Attacking: Epoch 359, Loss: 8.31829, Surrogate test score: 0.38438
Attacking: Epoch 360, Loss: 8.31700, Surrogate test score: 0.38438
Attacking: Epoch 361, Loss: 8.32047, Surrogate test score: 0.38438
Attacking: Epoch 362, Loss: 8.31448, Surrogate test score: 0.38438
Attacking: Epoch 363, Loss: 8.31330, Surrogate test score: 0.38438
Attacking: Epoch 364, Loss: 8.31199, Surrogate test score: 0.38438
Attacking: Epoch 365, Loss: 8.31084, Surrogate test score: 0.38438
Attacking: Epoch 366, Loss: 8.30962, Surrogate test score: 0.38438
Attacking: Epoch 367, Loss: 8.30847, Surrogate test score: 0.38438
Attacking: Epoch 368, Loss: 8.30734, Surrogate test score: 0.38438
Attacking: Epoch 369, Loss: 8.30628, Surrogate test score: 0.38438
Attacking: Epoch 370, Loss: 8.30510, Surrogate test score: 0.38438
Attacking: Epoch 371, Loss: 8.30402, Surrogate test score: 0.38438
Attacking: Epoch 372, Loss: 8.30293, Surrogate test score: 0.38438
Attacking: Epoch 373, Loss: 8.30167, Surrogate test score: 0.38438
Attacking: Epoch 374, Loss: 8.30057, Surrogate test score: 0.38438
Attacking: Epoch 375, Loss: 8.29955, Surrogate test score: 0.38438
Attacking: Epoch 376, Loss: 8.29836, Surrogate test score: 0.38438
Attacking: Epoch 377, Loss: 8.28530, Surrogate test score: 0.38387
Attacking: Epoch 378, Loss: 8.28410, Surrogate test score: 0.38387
Attacking: Epoch 379, Loss: 8.28308, Surrogate test score: 0.38387
Attacking: Epoch 380, Loss: 8.28208, Surrogate test score: 0.38387
Attacking: Epoch 381, Loss: 8.28102, Surrogate test score: 0.38387
Attacking: Epoch 382, Loss: 8.28008, Surrogate test score: 0.38387
Attacking: Epoch 383, Loss: 8.27896, Surrogate test score: 0.38387
Attacking: Epoch 384, Loss: 8.27798, Surrogate test score: 0.38387
Attacking: Epoch 385, Loss: 8.27699, Surrogate test score: 0.38387
Attacking: Epoch 386, Loss: 8.26377, Surrogate test score: 0.38337
Attacking: Epoch 387, Loss: 8.26290, Surrogate test score: 0.38337
Attacking: Epoch 388, Loss: 8.26189, Surrogate test score: 0.38337
Attacking: Epoch 389, Loss: 8.26086, Surrogate test score: 0.38337
Attacking: Epoch 390, Loss: 8.25984, Surrogate test score: 0.38337
Attacking: Epoch 391, Loss: 8.25875, Surrogate test score: 0.38337
Attacking: Epoch 392, Loss: 8.25758, Surrogate test score: 0.38337
Attacking: Epoch 393, Loss: 8.25639, Surrogate test score: 0.38337
Attacking: Epoch 394, Loss: 8.25515, Surrogate test score: 0.38337
Attacking: Epoch 395, Loss: 8.25388, Surrogate test score: 0.38337
Attacking: Epoch 396, Loss: 8.25273, Surrogate test score: 0.38337
Attacking: Epoch 397, Loss: 8.25136, Surrogate test score: 0.38337
Attacking: Epoch 398, Loss: 8.25012, Surrogate test score: 0.38337
Attacking: Epoch 399, Loss: 8.24886, Surrogate test score: 0.38337
Attacking: Epoch 400, Loss: 8.24782, Surrogate test score: 0.38337
Attacking: Epoch 401, Loss: 8.24645, Surrogate test score: 0.38337
Attacking: Epoch 402, Loss: 8.24533, Surrogate test score: 0.38337
Attacking: Epoch 403, Loss: 8.24421, Surrogate test score: 0.38337
Attacking: Epoch 404, Loss: 8.23105, Surrogate test score: 0.38286
Attacking: Epoch 405, Loss: 8.22994, Surrogate test score: 0.38286
Attacking: Epoch 406, Loss: 8.22895, Surrogate test score: 0.38286
Attacking: Epoch 407, Loss: 8.22671, Surrogate test score: 0.38286
Attacking: Epoch 408, Loss: 8.21478, Surrogate test score: 0.38235
Attacking: Epoch 409, Loss: 8.21384, Surrogate test score: 0.38235
Attacking: Epoch 410, Loss: 8.21287, Surrogate test score: 0.38235
Attacking: Epoch 411, Loss: 8.21188, Surrogate test score: 0.38235
Attacking: Epoch 412, Loss: 8.21110, Surrogate test score: 0.38235
Attacking: Epoch 413, Loss: 8.20976, Surrogate test score: 0.38235
Attacking: Epoch 414, Loss: 8.20883, Surrogate test score: 0.38235
Attacking: Epoch 415, Loss: 8.20785, Surrogate test score: 0.38235
Attacking: Epoch 416, Loss: 8.20699, Surrogate test score: 0.38235
Attacking: Epoch 417, Loss: 8.20598, Surrogate test score: 0.38235
Attacking: Epoch 418, Loss: 8.20520, Surrogate test score: 0.38235
Attacking: Epoch 419, Loss: 8.20412, Surrogate test score: 0.38235
Attacking: Epoch 420, Loss: 8.20317, Surrogate test score: 0.38235
Attacking: Epoch 421, Loss: 8.20233, Surrogate test score: 0.38235
Attacking: Epoch 422, Loss: 8.20128, Surrogate test score: 0.38235
Attacking: Epoch 423, Loss: 8.20040, Surrogate test score: 0.38235
Attacking: Epoch 424, Loss: 8.19938, Surrogate test score: 0.38235
Attacking: Epoch 425, Loss: 8.19843, Surrogate test score: 0.38235
Attacking: Epoch 426, Loss: 8.19765, Surrogate test score: 0.38235
Attacking: Epoch 427, Loss: 8.19658, Surrogate test score: 0.38235
Attacking: Epoch 428, Loss: 8.19576, Surrogate test score: 0.38235
Attacking: Epoch 429, Loss: 8.19478, Surrogate test score: 0.38235
Attacking: Epoch 430, Loss: 8.18183, Surrogate test score: 0.38185
Attacking: Epoch 431, Loss: 8.18105, Surrogate test score: 0.38185
Attacking: Epoch 432, Loss: 8.18018, Surrogate test score: 0.38185
Attacking: Epoch 433, Loss: 8.17931, Surrogate test score: 0.38185
Attacking: Epoch 434, Loss: 8.17838, Surrogate test score: 0.38185
Attacking: Epoch 435, Loss: 8.17754, Surrogate test score: 0.38185
Attacking: Epoch 436, Loss: 8.17645, Surrogate test score: 0.38185
Attacking: Epoch 437, Loss: 8.17536, Surrogate test score: 0.38185
Attacking: Epoch 438, Loss: 8.17429, Surrogate test score: 0.38185
Attacking: Epoch 439, Loss: 8.16829, Surrogate test score: 0.38134
Attacking: Epoch 440, Loss: 8.16011, Surrogate test score: 0.38134
Attacking: Epoch 441, Loss: 8.15923, Surrogate test score: 0.38134
Attacking: Epoch 442, Loss: 8.15800, Surrogate test score: 0.38134
Attacking: Epoch 443, Loss: 8.15704, Surrogate test score: 0.38134
Attacking: Epoch 444, Loss: 8.15619, Surrogate test score: 0.38134
Attacking: Epoch 445, Loss: 8.15516, Surrogate test score: 0.38134
Attacking: Epoch 446, Loss: 8.15420, Surrogate test score: 0.38134
Attacking: Epoch 447, Loss: 8.15376, Surrogate test score: 0.38134
Attacking: Epoch 448, Loss: 8.15245, Surrogate test score: 0.38134
Attacking: Epoch 449, Loss: 8.15173, Surrogate test score: 0.38134
Attacking: Epoch 450, Loss: 8.15082, Surrogate test score: 0.38134
Attacking: Epoch 451, Loss: 8.14998, Surrogate test score: 0.38134
Attacking: Epoch 452, Loss: 8.14913, Surrogate test score: 0.38134
Attacking: Epoch 453, Loss: 8.14826, Surrogate test score: 0.38134
Attacking: Epoch 454, Loss: 8.14727, Surrogate test score: 0.38134
Attacking: Epoch 455, Loss: 8.14638, Surrogate test score: 0.38134
Attacking: Epoch 456, Loss: 8.14543, Surrogate test score: 0.38134
Attacking: Epoch 457, Loss: 8.14451, Surrogate test score: 0.38134
Attacking: Epoch 458, Loss: 8.14371, Surrogate test score: 0.38134
Attacking: Epoch 459, Loss: 8.14268, Surrogate test score: 0.38134
Attacking: Epoch 460, Loss: 8.14186, Surrogate test score: 0.38134
Attacking: Epoch 461, Loss: 8.14093, Surrogate test score: 0.38134
Attacking: Epoch 462, Loss: 8.14005, Surrogate test score: 0.38134
Attacking: Epoch 463, Loss: 8.13987, Surrogate test score: 0.38134
Attacking: Epoch 464, Loss: 8.13825, Surrogate test score: 0.38134
Attacking: Epoch 465, Loss: 8.13746, Surrogate test score: 0.38134
Attacking: Epoch 466, Loss: 8.13652, Surrogate test score: 0.38134
Attacking: Epoch 467, Loss: 8.13577, Surrogate test score: 0.38134
Attacking: Epoch 468, Loss: 8.13502, Surrogate test score: 0.38134
Attacking: Epoch 469, Loss: 8.13411, Surrogate test score: 0.38134
Attacking: Epoch 470, Loss: 8.13322, Surrogate test score: 0.38134
Attacking: Epoch 471, Loss: 8.13252, Surrogate test score: 0.38134
Attacking: Epoch 472, Loss: 8.13182, Surrogate test score: 0.38134
Attacking: Epoch 473, Loss: 8.13085, Surrogate test score: 0.38134
Attacking: Epoch 474, Loss: 8.11826, Surrogate test score: 0.38083
Attacking: Epoch 475, Loss: 8.11782, Surrogate test score: 0.38083
Attacking: Epoch 476, Loss: 8.11692, Surrogate test score: 0.38083
Attacking: Epoch 477, Loss: 8.10423, Surrogate test score: 0.38032
Attacking: Epoch 478, Loss: 8.10352, Surrogate test score: 0.38032
Attacking: Epoch 479, Loss: 8.10300, Surrogate test score: 0.38032
Attacking: Epoch 480, Loss: 8.10202, Surrogate test score: 0.38032
Attacking: Epoch 481, Loss: 8.10132, Surrogate test score: 0.38032
Attacking: Epoch 482, Loss: 8.10038, Surrogate test score: 0.38032
Attacking: Epoch 483, Loss: 8.09955, Surrogate test score: 0.38032
Attacking: Epoch 484, Loss: 8.09863, Surrogate test score: 0.38032
Attacking: Epoch 485, Loss: 8.09790, Surrogate test score: 0.38032
Attacking: Epoch 486, Loss: 8.09686, Surrogate test score: 0.38032
Attacking: Epoch 487, Loss: 8.09605, Surrogate test score: 0.38032
Attacking: Epoch 488, Loss: 8.09511, Surrogate test score: 0.38032
Attacking: Epoch 489, Loss: 8.09420, Surrogate test score: 0.38032
Attacking: Epoch 490, Loss: 8.09334, Surrogate test score: 0.38032
Attacking: Epoch 491, Loss: 8.09244, Surrogate test score: 0.38032
Attacking: Epoch 492, Loss: 8.09197, Surrogate test score: 0.38032
Attacking: Epoch 493, Loss: 8.09095, Surrogate test score: 0.38032
Attacking: Epoch 494, Loss: 8.09212, Surrogate test score: 0.38032
Attacking: Epoch 495, Loss: 8.08939, Surrogate test score: 0.38032
Attacking: Epoch 496, Loss: 8.08850, Surrogate test score: 0.38032
Attacking: Epoch 497, Loss: 8.08789, Surrogate test score: 0.38032
Attacking: Epoch 498, Loss: 8.08713, Surrogate test score: 0.38032
Attacking: Epoch 499, Loss: 8.08637, Surrogate test score: 0.38032
Attacking: Sequential inject 2366/5916 nodes, target 1972/1972 nodes
Attacking: Epoch 0, Loss: 9.28952, Surrogate test score: 0.36055
Attacking: Epoch 1, Loss: 8.13167, Surrogate test score: 0.31542
Attacking: Epoch 2, Loss: 7.52760, Surrogate test score: 0.30020
Attacking: Epoch 3, Loss: 7.28546, Surrogate test score: 0.28955
Attacking: Epoch 4, Loss: 7.08115, Surrogate test score: 0.28550
Attacking: Epoch 5, Loss: 6.96026, Surrogate test score: 0.27992
Attacking: Epoch 6, Loss: 6.87202, Surrogate test score: 0.27637
Attacking: Epoch 7, Loss: 6.75281, Surrogate test score: 0.27333
Attacking: Epoch 8, Loss: 6.69626, Surrogate test score: 0.27181
Attacking: Epoch 9, Loss: 6.65178, Surrogate test score: 0.27130
Attacking: Epoch 10, Loss: 6.60913, Surrogate test score: 0.26927
Attacking: Epoch 11, Loss: 6.56748, Surrogate test score: 0.26927
Attacking: Epoch 12, Loss: 6.54286, Surrogate test score: 0.26775
Attacking: Epoch 13, Loss: 6.51634, Surrogate test score: 0.26775
Attacking: Epoch 14, Loss: 6.49700, Surrogate test score: 0.26673
Attacking: Epoch 15, Loss: 6.45682, Surrogate test score: 0.26623
Attacking: Epoch 16, Loss: 6.42907, Surrogate test score: 0.26572
Attacking: Epoch 17, Loss: 6.40031, Surrogate test score: 0.26420
Attacking: Epoch 18, Loss: 6.38435, Surrogate test score: 0.26420
Attacking: Epoch 19, Loss: 6.37095, Surrogate test score: 0.26318
Attacking: Epoch 20, Loss: 6.35923, Surrogate test score: 0.26268
Attacking: Epoch 21, Loss: 6.33307, Surrogate test score: 0.26217
Attacking: Epoch 22, Loss: 6.31656, Surrogate test score: 0.26116
Attacking: Epoch 23, Loss: 6.30055, Surrogate test score: 0.26065
Attacking: Epoch 24, Loss: 6.28853, Surrogate test score: 0.26065
Attacking: Epoch 25, Loss: 6.27319, Surrogate test score: 0.26065
Attacking: Epoch 26, Loss: 6.25379, Surrogate test score: 0.25963
Attacking: Epoch 27, Loss: 6.23713, Surrogate test score: 0.25963
Attacking: Epoch 28, Loss: 6.22314, Surrogate test score: 0.25913
Attacking: Epoch 29, Loss: 6.20603, Surrogate test score: 0.25862
Attacking: Epoch 30, Loss: 6.19322, Surrogate test score: 0.25862
Attacking: Epoch 31, Loss: 6.18507, Surrogate test score: 0.25862
Attacking: Epoch 32, Loss: 6.17795, Surrogate test score: 0.25862
Attacking: Epoch 33, Loss: 6.17260, Surrogate test score: 0.25862
Attacking: Epoch 34, Loss: 6.16625, Surrogate test score: 0.25811
Attacking: Epoch 35, Loss: 6.15954, Surrogate test score: 0.25811
Attacking: Epoch 36, Loss: 6.15440, Surrogate test score: 0.25811
Attacking: Epoch 37, Loss: 6.14931, Surrogate test score: 0.25811
Attacking: Epoch 38, Loss: 6.14442, Surrogate test score: 0.25811
Attacking: Epoch 39, Loss: 6.14063, Surrogate test score: 0.25811
Attacking: Epoch 40, Loss: 6.13436, Surrogate test score: 0.25811
Attacking: Epoch 41, Loss: 6.12964, Surrogate test score: 0.25811
Attacking: Epoch 42, Loss: 6.12469, Surrogate test score: 0.25811
Attacking: Epoch 43, Loss: 6.11978, Surrogate test score: 0.25811
Attacking: Epoch 44, Loss: 6.11526, Surrogate test score: 0.25811
Attacking: Epoch 45, Loss: 6.11078, Surrogate test score: 0.25811
Attacking: Epoch 46, Loss: 6.09577, Surrogate test score: 0.25761
Attacking: Epoch 47, Loss: 6.08361, Surrogate test score: 0.25710
Attacking: Epoch 48, Loss: 6.07281, Surrogate test score: 0.25710
Attacking: Epoch 49, Loss: 6.05884, Surrogate test score: 0.25659
Attacking: Epoch 50, Loss: 6.05183, Surrogate test score: 0.25659
Attacking: Epoch 51, Loss: 6.04781, Surrogate test score: 0.25659
Attacking: Epoch 52, Loss: 6.04203, Surrogate test score: 0.25659
Attacking: Epoch 53, Loss: 6.02248, Surrogate test score: 0.25507
Attacking: Epoch 54, Loss: 6.01009, Surrogate test score: 0.25507
Attacking: Epoch 55, Loss: 6.00556, Surrogate test score: 0.25507
Attacking: Epoch 56, Loss: 6.00178, Surrogate test score: 0.25507
Attacking: Epoch 57, Loss: 5.99721, Surrogate test score: 0.25507
Attacking: Epoch 58, Loss: 5.99290, Surrogate test score: 0.25507
Attacking: Epoch 59, Loss: 5.98848, Surrogate test score: 0.25507
Attacking: Epoch 60, Loss: 5.98434, Surrogate test score: 0.25507
Attacking: Epoch 61, Loss: 5.98008, Surrogate test score: 0.25507
Attacking: Epoch 62, Loss: 5.97034, Surrogate test score: 0.25456
Attacking: Epoch 63, Loss: 5.95894, Surrogate test score: 0.25456
