nohup: ignoring input
Namespace(attack_method='AGIA', cuda=True, dataset='Flickr', debug=True, defense_mode='prune', device_id=3, dis_weight=0.0, dropout=0.5, epochs=200, evaluate_mode='overall', hidden=64, homo_boost_thrd=0.5, homo_loss_weight=100.0, inner=1, lr=0.01, model='GCN', no_cuda=False, prune_thr=0.4, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, test_model='GCN', thrd=0.5, train_lr=0.02, trigger_prob=0.5, trigger_size=3, trojan_epochs=1000, vs_ratio=0.005, weight_decay=0.0005)
Data(x=[89250, 500], edge_index=[2, 899756], y=[89250], train_mask=[89250], val_mask=[89250], test_mask=[89250])
Length of training set: 17850
Training benign model Finished!
Benign CA: 0.2062
./selected_nodes/Flickr/Overall/seed10/nodes.txt
Training Surrogate Model...
=== training gcn model ===
Epoch 0, training loss: 1.9452153444290161
acc_val: 0.4119
Epoch 10, training loss: 1.6309700012207031
acc_val: 0.4119
Epoch 20, training loss: 1.6187177896499634
acc_val: 0.4119
Epoch 30, training loss: 1.605920433998108
acc_val: 0.4117
Epoch 40, training loss: 1.5945311784744263
acc_val: 0.4119
Epoch 50, training loss: 1.5863444805145264
acc_val: 0.4114
Epoch 60, training loss: 1.5802735090255737
acc_val: 0.4139
Epoch 70, training loss: 1.574172019958496
acc_val: 0.4133
Epoch 80, training loss: 1.567203402519226
acc_val: 0.4161
Epoch 90, training loss: 1.5603030920028687
acc_val: 0.4202
Epoch 100, training loss: 1.5511009693145752
acc_val: 0.4285
Epoch 110, training loss: 1.544277548789978
acc_val: 0.4296
Epoch 120, training loss: 1.538050889968872
acc_val: 0.4465
Epoch 130, training loss: 1.5357635021209717
acc_val: 0.4365
Epoch 140, training loss: 1.531242847442627
acc_val: 0.4420
Epoch 150, training loss: 1.5315680503845215
acc_val: 0.4494
Epoch 160, training loss: 1.5308433771133423
acc_val: 0.4490
Epoch 170, training loss: 1.5277936458587646
acc_val: 0.4458
Epoch 180, training loss: 1.5291975736618042
acc_val: 0.4452
Epoch 190, training loss: 1.5267541408538818
acc_val: 0.4493
=== picking the best model according to the performance on validation ===
Training Completed...
precent of left attach nodes: 1.000
target class rate on Vs: 0.0000
target class rate on Vs: 0.0672
accuracy on clean test nodes: 0.4169
torch.Size([899756])
torch.Size([89250, 500])
Attacking: Sequential inject 5355/26775 nodes, target 8925/8925 nodes
Attacking: Epoch 0, Loss: 18.43647, Surrogate test score: 0.70812
Attacking: Epoch 1, Loss: 17.54568, Surrogate test score: 0.67261
Attacking: Epoch 2, Loss: 16.67638, Surrogate test score: 0.64258
Attacking: Epoch 3, Loss: 15.84593, Surrogate test score: 0.60583
Attacking: Epoch 4, Loss: 15.06069, Surrogate test score: 0.57737
Attacking: Epoch 5, Loss: 14.32373, Surrogate test score: 0.54969
Attacking: Epoch 6, Loss: 13.63418, Surrogate test score: 0.52280
Attacking: Epoch 7, Loss: 12.98687, Surrogate test score: 0.49535
Attacking: Epoch 8, Loss: 12.38202, Surrogate test score: 0.47070
Attacking: Epoch 9, Loss: 11.80864, Surrogate test score: 0.44986
Attacking: Epoch 10, Loss: 11.26718, Surrogate test score: 0.42857
Attacking: Epoch 11, Loss: 10.75981, Surrogate test score: 0.40975
Attacking: Epoch 12, Loss: 10.29034, Surrogate test score: 0.39585
Attacking: Epoch 13, Loss: 9.86117, Surrogate test score: 0.38073
Attacking: Epoch 14, Loss: 9.47443, Surrogate test score: 0.36941
Attacking: Epoch 15, Loss: 9.12905, Surrogate test score: 0.36034
Attacking: Epoch 16, Loss: 8.82601, Surrogate test score: 0.35305
Attacking: Epoch 17, Loss: 8.56263, Surrogate test score: 0.34622
Attacking: Epoch 18, Loss: 8.33538, Surrogate test score: 0.34118
Attacking: Epoch 19, Loss: 8.14124, Surrogate test score: 0.33636
Attacking: Epoch 20, Loss: 7.97685, Surrogate test score: 0.33356
Attacking: Epoch 21, Loss: 7.83833, Surrogate test score: 0.33165
Attacking: Epoch 22, Loss: 7.72309, Surrogate test score: 0.32964
Attacking: Epoch 23, Loss: 7.62627, Surrogate test score: 0.32818
Attacking: Epoch 24, Loss: 7.54485, Surrogate test score: 0.32672
Attacking: Epoch 25, Loss: 7.47665, Surrogate test score: 0.32616
Attacking: Epoch 26, Loss: 7.41899, Surrogate test score: 0.32560
Attacking: Epoch 27, Loss: 7.36946, Surrogate test score: 0.32504
Attacking: Epoch 28, Loss: 7.32635, Surrogate test score: 0.32482
Attacking: Epoch 29, Loss: 7.28848, Surrogate test score: 0.32459
Attacking: Epoch 30, Loss: 7.25495, Surrogate test score: 0.32448
Attacking: Epoch 31, Loss: 7.22488, Surrogate test score: 0.32448
Attacking: Epoch 32, Loss: 7.19745, Surrogate test score: 0.32437
Attacking: Epoch 33, Loss: 7.17222, Surrogate test score: 0.32437
Attacking: Epoch 34, Loss: 7.14851, Surrogate test score: 0.32437
Attacking: Epoch 35, Loss: 7.12562, Surrogate test score: 0.32415
Attacking: Epoch 36, Loss: 7.10328, Surrogate test score: 0.32415
Attacking: Epoch 37, Loss: 7.08153, Surrogate test score: 0.32415
Attacking: Epoch 38, Loss: 7.06044, Surrogate test score: 0.32415
Attacking: Epoch 39, Loss: 7.04022, Surrogate test score: 0.32415
Attacking: Epoch 40, Loss: 7.02082, Surrogate test score: 0.32415
Attacking: Epoch 41, Loss: 7.00221, Surrogate test score: 0.32415
Attacking: Epoch 42, Loss: 6.98422, Surrogate test score: 0.32415
Attacking: Epoch 43, Loss: 6.96665, Surrogate test score: 0.32415
Attacking: Epoch 44, Loss: 6.94946, Surrogate test score: 0.32403
Attacking: Epoch 45, Loss: 6.93265, Surrogate test score: 0.32403
Attacking: Epoch 46, Loss: 6.91617, Surrogate test score: 0.32392
Attacking: Epoch 47, Loss: 6.90002, Surrogate test score: 0.32392
Attacking: Epoch 48, Loss: 6.88422, Surrogate test score: 0.32392
Attacking: Epoch 49, Loss: 6.86876, Surrogate test score: 0.32392
Attacking: Epoch 50, Loss: 6.85365, Surrogate test score: 0.32392
Attacking: Epoch 51, Loss: 6.83886, Surrogate test score: 0.32392
Attacking: Epoch 52, Loss: 6.82443, Surrogate test score: 0.32392
Attacking: Epoch 53, Loss: 6.81031, Surrogate test score: 0.32392
Attacking: Epoch 54, Loss: 6.79648, Surrogate test score: 0.32392
Attacking: Epoch 55, Loss: 6.78293, Surrogate test score: 0.32392
Attacking: Epoch 56, Loss: 6.76967, Surrogate test score: 0.32392
Attacking: Epoch 57, Loss: 6.75670, Surrogate test score: 0.32392
Attacking: Epoch 269, Loss: 5.67778, Surrogate test score: 0.32359
Attacking: Epoch 270, Loss: 5.67491, Surrogate test score: 0.32359
Attacking: Epoch 271, Loss: 5.67208, Surrogate test score: 0.32359
Attacking: Epoch 272, Loss: 5.66926, Surrogate test score: 0.32359
Attacking: Epoch 273, Loss: 5.66643, Surrogate test score: 0.32359
Attacking: Epoch 274, Loss: 5.66362, Surrogate test score: 0.32359
Attacking: Epoch 275, Loss: 5.66083, Surrogate test score: 0.32359
Attacking: Epoch 276, Loss: 5.65805, Surrogate test score: 0.32359
Attacking: Epoch 277, Loss: 5.65529, Surrogate test score: 0.32359
Attacking: Epoch 278, Loss: 5.65252, Surrogate test score: 0.32359
Attacking: Epoch 279, Loss: 5.64978, Surrogate test score: 0.32359
Attacking: Epoch 280, Loss: 5.64706, Surrogate test score: 0.32359
Attacking: Epoch 281, Loss: 5.64433, Surrogate test score: 0.32359
Attacking: Epoch 282, Loss: 5.64163, Surrogate test score: 0.32359
Attacking: Epoch 283, Loss: 5.63894, Surrogate test score: 0.32359
Attacking: Epoch 284, Loss: 5.63627, Surrogate test score: 0.32359
Attacking: Epoch 285, Loss: 5.63360, Surrogate test score: 0.32359
Attacking: Epoch 286, Loss: 5.63096, Surrogate test score: 0.32359
Attacking: Epoch 287, Loss: 5.62832, Surrogate test score: 0.32359
Attacking: Epoch 288, Loss: 5.62569, Surrogate test score: 0.32359
Attacking: Epoch 289, Loss: 5.62310, Surrogate test score: 0.32359
Attacking: Epoch 290, Loss: 5.62049, Surrogate test score: 0.32359
Attacking: Epoch 291, Loss: 5.61792, Surrogate test score: 0.32359
Attacking: Epoch 292, Loss: 5.61534, Surrogate test score: 0.32359
Attacking: Epoch 293, Loss: 5.61278, Surrogate test score: 0.32359
Attacking: Epoch 294, Loss: 5.61025, Surrogate test score: 0.32359
Attacking: Epoch 295, Loss: 5.60772, Surrogate test score: 0.32359
Attacking: Epoch 296, Loss: 5.60521, Surrogate test score: 0.32359
Attacking: Epoch 297, Loss: 5.60271, Surrogate test score: 0.32359
Attacking: Epoch 298, Loss: 5.60021, Surrogate test score: 0.32359
Attacking: Epoch 299, Loss: 5.59773, Surrogate test score: 0.32359
Attacking: Epoch 300, Loss: 5.59527, Surrogate test score: 0.32359
Attacking: Epoch 301, Loss: 5.59281, Surrogate test score: 0.32359
Attacking: Epoch 302, Loss: 5.59037, Surrogate test score: 0.32359
Attacking: Epoch 303, Loss: 5.58793, Surrogate test score: 0.32359
Attacking: Epoch 304, Loss: 5.58553, Surrogate test score: 0.32359
Attacking: Epoch 305, Loss: 5.58310, Surrogate test score: 0.32359
Attacking: Epoch 306, Loss: 5.58071, Surrogate test score: 0.32359
Attacking: Epoch 307, Loss: 5.57833, Surrogate test score: 0.32359
Attacking: Epoch 308, Loss: 5.57596, Surrogate test score: 0.32359
Attacking: Epoch 309, Loss: 5.57359, Surrogate test score: 0.32359
Attacking: Epoch 310, Loss: 5.57125, Surrogate test score: 0.32359
Attacking: Epoch 311, Loss: 5.56891, Surrogate test score: 0.32359
Attacking: Epoch 312, Loss: 5.56659, Surrogate test score: 0.32359
Attacking: Epoch 313, Loss: 5.56427, Surrogate test score: 0.32359
Attacking: Epoch 314, Loss: 5.56196, Surrogate test score: 0.32359
Attacking: Epoch 315, Loss: 5.55967, Surrogate test score: 0.32359
Attacking: Epoch 316, Loss: 5.55738, Surrogate test score: 0.32359
Attacking: Epoch 317, Loss: 5.55511, Surrogate test score: 0.32359
Attacking: Epoch 318, Loss: 5.55286, Surrogate test score: 0.32359
Attacking: Epoch 319, Loss: 5.55062, Surrogate test score: 0.32359
Attacking: Epoch 320, Loss: 5.54837, Surrogate test score: 0.32359
Attacking: Epoch 321, Loss: 5.54614, Surrogate test score: 0.32359
Attacking: Epoch 322, Loss: 5.54391, Surrogate test score: 0.32359
Attacking: Epoch 323, Loss: 5.54171, Surrogate test score: 0.32359
Attacking: Epoch 324, Loss: 5.53952, Surrogate test score: 0.32359
Attacking: Epoch 325, Loss: 5.53733, Surrogate test score: 0.32359
Attacking: Epoch 326, Loss: 5.53517, Surrogate test score: 0.32359
Attacking: Epoch 327, Loss: 5.53298, Surrogate test score: 0.32359
Attacking: Epoch 328, Loss: 5.53085, Surrogate test score: 0.32359
Attacking: Epoch 329, Loss: 5.52872, Surrogate test score: 0.32359
Attacking: Epoch 330, Loss: 5.52658, Surrogate test score: 0.32359
Attacking: Epoch 331, Loss: 5.52445, Surrogate test score: 0.32359
Attacking: Epoch 332, Loss: 5.52235, Surrogate test score: 0.32359
Attacking: Epoch 333, Loss: 5.52026, Surrogate test score: 0.32359
Attacking: Epoch 334, Loss: 5.51817, Surrogate test score: 0.32359
Attacking: Epoch 335, Loss: 5.51608, Surrogate test score: 0.32359
Attacking: Epoch 336, Loss: 5.51403, Surrogate test score: 0.32359
Attacking: Epoch 337, Loss: 5.51199, Surrogate test score: 0.32359
Attacking: Epoch 338, Loss: 5.50992, Surrogate test score: 0.32359
Attacking: Epoch 339, Loss: 5.50788, Surrogate test score: 0.32359
Attacking: Epoch 340, Loss: 5.50585, Surrogate test score: 0.32359
Attacking: Epoch 341, Loss: 5.50385, Surrogate test score: 0.32359
Attacking: Epoch 342, Loss: 5.50183, Surrogate test score: 0.32359
Attacking: Epoch 343, Loss: 5.49984, Surrogate test score: 0.32359
Attacking: Epoch 344, Loss: 5.49784, Surrogate test score: 0.32359
Attacking: Epoch 345, Loss: 5.49587, Surrogate test score: 0.32359
Attacking: Epoch 346, Loss: 5.49389, Surrogate test score: 0.32359
Attacking: Epoch 347, Loss: 5.49192, Surrogate test score: 0.32359
Attacking: Epoch 348, Loss: 5.48996, Surrogate test score: 0.32359
Attacking: Epoch 349, Loss: 5.48802, Surrogate test score: 0.32359
Attacking: Epoch 350, Loss: 5.48608, Surrogate test score: 0.32359
Attacking: Epoch 351, Loss: 5.48415, Surrogate test score: 0.32359
Attacking: Epoch 352, Loss: 5.48222, Surrogate test score: 0.32359
Attacking: Epoch 353, Loss: 5.48032, Surrogate test score: 0.32359
Attacking: Epoch 354, Loss: 5.47842, Surrogate test score: 0.32359
Attacking: Epoch 355, Loss: 5.47653, Surrogate test score: 0.32359
Attacking: Epoch 356, Loss: 5.47466, Surrogate test score: 0.32359
Attacking: Epoch 357, Loss: 5.47280, Surrogate test score: 0.32359
Attacking: Epoch 358, Loss: 5.47093, Surrogate test score: 0.32359
Attacking: Epoch 359, Loss: 5.46910, Surrogate test score: 0.32347
Attacking: Epoch 360, Loss: 5.46727, Surrogate test score: 0.32347
Attacking: Epoch 361, Loss: 5.46547, Surrogate test score: 0.32347
Attacking: Epoch 362, Loss: 5.46363, Surrogate test score: 0.32347
Attacking: Epoch 363, Loss: 5.46184, Surrogate test score: 0.32347
Attacking: Epoch 364, Loss: 5.46004, Surrogate test score: 0.32347
Attacking: Epoch 365, Loss: 5.45825, Surrogate test score: 0.32347
Attacking: Epoch 366, Loss: 5.45648, Surrogate test score: 0.32347
Attacking: Epoch 367, Loss: 5.45469, Surrogate test score: 0.32347
Attacking: Epoch 368, Loss: 5.45293, Surrogate test score: 0.32347
Attacking: Epoch 369, Loss: 5.45118, Surrogate test score: 0.32347
Attacking: Epoch 370, Loss: 5.44942, Surrogate test score: 0.32347
Attacking: Epoch 371, Loss: 5.44768, Surrogate test score: 0.32347
Attacking: Epoch 372, Loss: 5.44595, Surrogate test score: 0.32347
Attacking: Epoch 373, Loss: 5.44422, Surrogate test score: 0.32347
Attacking: Epoch 374, Loss: 5.44249, Surrogate test score: 0.32347
Attacking: Epoch 375, Loss: 5.44080, Surrogate test score: 0.32347
Attacking: Epoch 376, Loss: 5.43910, Surrogate test score: 0.32347
Attacking: Epoch 377, Loss: 5.43742, Surrogate test score: 0.32347
Attacking: Epoch 378, Loss: 5.43572, Surrogate test score: 0.32347
Attacking: Epoch 379, Loss: 5.43406, Surrogate test score: 0.32347
Attacking: Epoch 380, Loss: 5.43241, Surrogate test score: 0.32347
Attacking: Epoch 381, Loss: 5.43076, Surrogate test score: 0.32347
Attacking: Epoch 382, Loss: 5.42912, Surrogate test score: 0.32347
Attacking: Epoch 383, Loss: 5.42750, Surrogate test score: 0.32347
Attacking: Epoch 384, Loss: 5.42590, Surrogate test score: 0.32347
Attacking: Epoch 385, Loss: 5.42427, Surrogate test score: 0.32347
Attacking: Epoch 386, Loss: 5.42266, Surrogate test score: 0.32347
Attacking: Epoch 387, Loss: 5.42108, Surrogate test score: 0.32347
Attacking: Epoch 388, Loss: 5.41949, Surrogate test score: 0.32347
Attacking: Epoch 389, Loss: 5.41792, Surrogate test score: 0.32347
Attacking: Epoch 390, Loss: 5.41637, Surrogate test score: 0.32347
Attacking: Epoch 391, Loss: 5.41480, Surrogate test score: 0.32347
Attacking: Epoch 392, Loss: 5.41325, Surrogate test score: 0.32347
Attacking: Epoch 393, Loss: 5.41171, Surrogate test score: 0.32347
Attacking: Epoch 394, Loss: 5.41018, Surrogate test score: 0.32347
Attacking: Epoch 395, Loss: 5.40866, Surrogate test score: 0.32347
Attacking: Epoch 396, Loss: 5.40713, Surrogate test score: 0.32347
Attacking: Epoch 397, Loss: 5.40563, Surrogate test score: 0.32347
Attacking: Epoch 398, Loss: 5.40412, Surrogate test score: 0.32347
Attacking: Epoch 399, Loss: 5.40262, Surrogate test score: 0.32347
Attacking: Epoch 400, Loss: 5.40114, Surrogate test score: 0.32347
Attacking: Epoch 401, Loss: 5.39966, Surrogate test score: 0.32347
Attacking: Epoch 402, Loss: 5.39820, Surrogate test score: 0.32347
Attacking: Epoch 403, Loss: 5.39671, Surrogate test score: 0.32347
Attacking: Epoch 404, Loss: 5.39527, Surrogate test score: 0.32347
Attacking: Epoch 405, Loss: 5.39381, Surrogate test score: 0.32347
Attacking: Epoch 406, Loss: 5.39237, Surrogate test score: 0.32347
Attacking: Epoch 407, Loss: 5.39094, Surrogate test score: 0.32347
Attacking: Epoch 408, Loss: 5.38952, Surrogate test score: 0.32347
Attacking: Epoch 409, Loss: 5.38810, Surrogate test score: 0.32347
Attacking: Epoch 410, Loss: 5.38669, Surrogate test score: 0.32347
Attacking: Epoch 411, Loss: 5.38529, Surrogate test score: 0.32347
Attacking: Epoch 412, Loss: 5.38390, Surrogate test score: 0.32347
Attacking: Epoch 413, Loss: 5.38252, Surrogate test score: 0.32347
Attacking: Epoch 414, Loss: 5.38114, Surrogate test score: 0.32347
Attacking: Epoch 415, Loss: 5.37978, Surrogate test score: 0.32347
Attacking: Epoch 416, Loss: 5.37841, Surrogate test score: 0.32347
Attacking: Epoch 417, Loss: 5.37706, Surrogate test score: 0.32347
Attacking: Epoch 418, Loss: 5.37570, Surrogate test score: 0.32347
Attacking: Epoch 419, Loss: 5.37435, Surrogate test score: 0.32347
Attacking: Epoch 420, Loss: 5.37301, Surrogate test score: 0.32347
Attacking: Epoch 421, Loss: 5.37168, Surrogate test score: 0.32347
Attacking: Epoch 422, Loss: 5.37036, Surrogate test score: 0.32347
Attacking: Epoch 423, Loss: 5.36902, Surrogate test score: 0.32347
Attacking: Epoch 424, Loss: 5.36772, Surrogate test score: 0.32347
Attacking: Epoch 425, Loss: 5.36640, Surrogate test score: 0.32347
Attacking: Epoch 426, Loss: 5.36511, Surrogate test score: 0.32347
Attacking: Epoch 427, Loss: 5.36381, Surrogate test score: 0.32347
Attacking: Epoch 428, Loss: 5.36253, Surrogate test score: 0.32347
Attacking: Epoch 429, Loss: 5.36124, Surrogate test score: 0.32347
Attacking: Epoch 430, Loss: 5.35998, Surrogate test score: 0.32347
Attacking: Epoch 431, Loss: 5.35872, Surrogate test score: 0.32347
Attacking: Epoch 432, Loss: 5.35747, Surrogate test score: 0.32347
Attacking: Epoch 433, Loss: 5.35621, Surrogate test score: 0.32347
Attacking: Epoch 434, Loss: 5.35497, Surrogate test score: 0.32347
Attacking: Epoch 435, Loss: 5.35372, Surrogate test score: 0.32347
Attacking: Epoch 436, Loss: 5.35249, Surrogate test score: 0.32347
Attacking: Epoch 437, Loss: 5.35127, Surrogate test score: 0.32347
Attacking: Epoch 438, Loss: 5.35004, Surrogate test score: 0.32347
Attacking: Epoch 439, Loss: 5.34882, Surrogate test score: 0.32347
Attacking: Epoch 440, Loss: 5.34762, Surrogate test score: 0.32347
Attacking: Epoch 441, Loss: 5.34640, Surrogate test score: 0.32347
Attacking: Epoch 442, Loss: 5.34519, Surrogate test score: 0.32347
Attacking: Epoch 443, Loss: 5.34400, Surrogate test score: 0.32347
Attacking: Epoch 444, Loss: 5.34281, Surrogate test score: 0.32347
Attacking: Epoch 445, Loss: 5.34160, Surrogate test score: 0.32347
Attacking: Epoch 446, Loss: 5.34041, Surrogate test score: 0.32347
Attacking: Epoch 447, Loss: 5.33923, Surrogate test score: 0.32347
Attacking: Epoch 448, Loss: 5.33805, Surrogate test score: 0.32347
Attacking: Epoch 449, Loss: 5.33687, Surrogate test score: 0.32347
Attacking: Epoch 450, Loss: 5.33570, Surrogate test score: 0.32347
Attacking: Epoch 451, Loss: 5.33455, Surrogate test score: 0.32347
Attacking: Epoch 452, Loss: 5.33340, Surrogate test score: 0.32347
Attacking: Epoch 453, Loss: 5.33226, Surrogate test score: 0.32347
Attacking: Epoch 454, Loss: 5.33111, Surrogate test score: 0.32347
Attacking: Epoch 455, Loss: 5.32997, Surrogate test score: 0.32347
Attacking: Epoch 456, Loss: 5.32885, Surrogate test score: 0.32347
Attacking: Epoch 457, Loss: 5.32772, Surrogate test score: 0.32347
Attacking: Epoch 458, Loss: 5.32659, Surrogate test score: 0.32347
Attacking: Epoch 459, Loss: 5.32548, Surrogate test score: 0.32347
Attacking: Epoch 460, Loss: 5.32436, Surrogate test score: 0.32347
Attacking: Epoch 461, Loss: 5.32326, Surrogate test score: 0.32347
Attacking: Epoch 462, Loss: 5.32214, Surrogate test score: 0.32347
Attacking: Epoch 463, Loss: 5.32105, Surrogate test score: 0.32347
Attacking: Epoch 464, Loss: 5.31994, Surrogate test score: 0.32347
Attacking: Epoch 465, Loss: 5.31885, Surrogate test score: 0.32347
Attacking: Epoch 466, Loss: 5.31777, Surrogate test score: 0.32347
Attacking: Epoch 467, Loss: 5.31667, Surrogate test score: 0.32347
Attacking: Epoch 468, Loss: 5.31561, Surrogate test score: 0.32347
Attacking: Epoch 469, Loss: 5.31452, Surrogate test score: 0.32347
Attacking: Epoch 470, Loss: 5.31346, Surrogate test score: 0.32347
Attacking: Epoch 471, Loss: 5.31238, Surrogate test score: 0.32347
Attacking: Epoch 472, Loss: 5.31134, Surrogate test score: 0.32347
Attacking: Epoch 473, Loss: 5.31028, Surrogate test score: 0.32347
Attacking: Epoch 474, Loss: 5.30922, Surrogate test score: 0.32347
Attacking: Epoch 475, Loss: 5.30817, Surrogate test score: 0.32347
Attacking: Epoch 476, Loss: 5.30712, Surrogate test score: 0.32347
Attacking: Epoch 477, Loss: 5.30607, Surrogate test score: 0.32347
Attacking: Epoch 478, Loss: 5.30504, Surrogate test score: 0.32347
Attacking: Epoch 479, Loss: 5.30400, Surrogate test score: 0.32347
Attacking: Epoch 480, Loss: 5.30298, Surrogate test score: 0.32347
Attacking: Epoch 481, Loss: 5.30194, Surrogate test score: 0.32347
Attacking: Epoch 482, Loss: 5.30091, Surrogate test score: 0.32347
Attacking: Epoch 483, Loss: 5.29988, Surrogate test score: 0.32347
Attacking: Epoch 484, Loss: 5.29887, Surrogate test score: 0.32347
Attacking: Epoch 485, Loss: 5.29785, Surrogate test score: 0.32347
Attacking: Epoch 486, Loss: 5.29684, Surrogate test score: 0.32347
Attacking: Epoch 487, Loss: 5.29585, Surrogate test score: 0.32347
Attacking: Epoch 488, Loss: 5.29484, Surrogate test score: 0.32347
Attacking: Epoch 489, Loss: 5.29386, Surrogate test score: 0.32347
Attacking: Epoch 490, Loss: 5.29286, Surrogate test score: 0.32347
Attacking: Epoch 491, Loss: 5.29187, Surrogate test score: 0.32347
Attacking: Epoch 492, Loss: 5.29089, Surrogate test score: 0.32347
Attacking: Epoch 493, Loss: 5.28990, Surrogate test score: 0.32347
Attacking: Epoch 494, Loss: 5.28893, Surrogate test score: 0.32347
Attacking: Epoch 495, Loss: 5.28795, Surrogate test score: 0.32347
Attacking: Epoch 496, Loss: 5.28699, Surrogate test score: 0.32347
Attacking: Epoch 497, Loss: 5.28602, Surrogate test score: 0.32347
Attacking: Epoch 498, Loss: 5.28505, Surrogate test score: 0.32347
Attacking: Epoch 499, Loss: 5.28410, Surrogate test score: 0.32347
Attacking: Sequential inject 10710/26775 nodes, target 8925/8925 nodes
Attacking: Epoch 0, Loss: 6.79563, Surrogate test score: 0.25849
Attacking: Epoch 1, Loss: 5.85623, Surrogate test score: 0.23160
Attacking: Epoch 2, Loss: 5.22760, Surrogate test score: 0.21613
Attacking: Epoch 3, Loss: 4.81080, Surrogate test score: 0.20235
Attacking: Epoch 4, Loss: 4.51502, Surrogate test score: 0.19182
Attacking: Epoch 5, Loss: 4.27350, Surrogate test score: 0.18207
Attacking: Epoch 6, Loss: 4.06420, Surrogate test score: 0.17569
Attacking: Epoch 7, Loss: 3.87878, Surrogate test score: 0.16908
Attacking: Epoch 8, Loss: 3.71350, Surrogate test score: 0.16370
Attacking: Epoch 9, Loss: 3.56412, Surrogate test score: 0.15787
Attacking: Epoch 10, Loss: 3.42989, Surrogate test score: 0.15283
Attacking: Epoch 11, Loss: 3.31000, Surrogate test score: 0.14779
Attacking: Epoch 12, Loss: 3.20237, Surrogate test score: 0.14532
Attacking: Epoch 13, Loss: 3.10527, Surrogate test score: 0.14196
Attacking: Epoch 14, Loss: 3.01661, Surrogate test score: 0.13860
Attacking: Epoch 15, Loss: 2.93634, Surrogate test score: 0.13569
Attacking: Epoch 16, Loss: 2.86388, Surrogate test score: 0.13356
Attacking: Epoch 17, Loss: 2.79981, Surrogate test score: 0.13199
Attacking: Epoch 18, Loss: 2.74376, Surrogate test score: 0.13098
Attacking: Epoch 19, Loss: 2.69539, Surrogate test score: 0.12964
Attacking: Epoch 20, Loss: 2.65400, Surrogate test score: 0.12874
Attacking: Epoch 21, Loss: 2.61897, Surrogate test score: 0.12751
Attacking: Epoch 22, Loss: 2.58988, Surrogate test score: 0.12683
Attacking: Epoch 23, Loss: 2.56507, Surrogate test score: 0.12650
Attacking: Epoch 24, Loss: 2.54335, Surrogate test score: 0.12616
Attacking: Epoch 25, Loss: 2.52464, Surrogate test score: 0.12560
Attacking: Epoch 26, Loss: 2.50902, Surrogate test score: 0.12549
Attacking: Epoch 27, Loss: 2.49596, Surrogate test score: 0.12515
Attacking: Epoch 28, Loss: 2.48470, Surrogate test score: 0.12515
Attacking: Epoch 29, Loss: 2.47511, Surrogate test score: 0.12493
Attacking: Epoch 30, Loss: 2.46696, Surrogate test score: 0.12493
Attacking: Epoch 31, Loss: 2.45953, Surrogate test score: 0.12493
Attacking: Epoch 32, Loss: 2.45281, Surrogate test score: 0.12493
Attacking: Epoch 33, Loss: 2.44677, Surrogate test score: 0.12482
Attacking: Epoch 34, Loss: 2.44124, Surrogate test score: 0.12471
Attacking: Epoch 35, Loss: 2.43599, Surrogate test score: 0.12471
Attacking: Epoch 36, Loss: 2.43102, Surrogate test score: 0.12471
Attacking: Epoch 37, Loss: 2.42628, Surrogate test score: 0.12448
Attacking: Epoch 38, Loss: 2.42172, Surrogate test score: 0.12448
Attacking: Epoch 39, Loss: 2.41721, Surrogate test score: 0.12448
Attacking: Epoch 40, Loss: 2.41282, Surrogate test score: 0.12448
Attacking: Epoch 41, Loss: 2.40860, Surrogate test score: 0.12448
Attacking: Epoch 42, Loss: 2.40462, Surrogate test score: 0.12437
Attacking: Epoch 43, Loss: 2.40071, Surrogate test score: 0.12426
Attacking: Epoch 44, Loss: 2.39680, Surrogate test score: 0.12426
Attacking: Epoch 45, Loss: 2.39290, Surrogate test score: 0.12426
Attacking: Epoch 46, Loss: 2.38907, Surrogate test score: 0.12426
Attacking: Epoch 47, Loss: 2.38533, Surrogate test score: 0.12426
Attacking: Epoch 48, Loss: 2.38164, Surrogate test score: 0.12426
Attacking: Epoch 49, Loss: 2.37798, Surrogate test score: 0.12426
Attacking: Epoch 50, Loss: 2.37438, Surrogate test score: 0.12426
Attacking: Epoch 51, Loss: 2.37089, Surrogate test score: 0.12426
Attacking: Epoch 52, Loss: 2.36740, Surrogate test score: 0.12426
Attacking: Epoch 53, Loss: 2.36396, Surrogate test score: 0.12426
Attacking: Epoch 54, Loss: 2.36064, Surrogate test score: 0.12426
Attacking: Epoch 55, Loss: 2.35737, Surrogate test score: 0.12415
Attacking: Epoch 56, Loss: 2.35404, Surrogate test score: 0.12415
Attacking: Epoch 57, Loss: 2.35075, Surrogate test score: 0.12415
Attacking: Epoch 58, Loss: 2.34753, Surrogate test score: 0.12415
Attacking: Epoch 59, Loss: 2.34439, Surrogate test score: 0.12415
Attacking: Epoch 60, Loss: 2.34124, Surrogate test score: 0.12415
Attacking: Epoch 61, Loss: 2.33821, Surrogate test score: 0.12415
Attacking: Epoch 62, Loss: 2.33524, Surrogate test score: 0.12415
Attacking: Epoch 63, Loss: 2.33231, Surrogate test score: 0.12415
Attacking: Epoch 64, Loss: 2.32936, Surrogate test score: 0.12415
