nohup: ignoring input
Namespace(attack_method='TDGIA', cuda=True, dataset='Flickr', debug=True, defense_mode='none', device_id=0, dis_weight=0.0, dropout=0.5, epochs=200, evaluate_mode='overall', hidden=64, homo_boost_thrd=0.5, homo_loss_weight=100.0, inner=1, lr=0.01, model='GCN', no_cuda=False, prune_thr=0.4, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, test_model='RobustGCN', thrd=0.5, train_lr=0.02, trigger_prob=0.5, trigger_size=3, trojan_epochs=1000, vs_ratio=0.005, weight_decay=0.0005)
Data(x=[89250, 500], edge_index=[2, 899756], y=[89250], train_mask=[89250], val_mask=[89250], test_mask=[89250])
sp_train_adj SparseTensor(row=tensor([    0,     0,     0,  ..., 89249, 89249, 89249], device='cuda:0'),
             col=tensor([ 1694,  2639,  4953,  ..., 12526, 28631, 52736], device='cuda:0'),
             size=(89250, 89250), nnz=576762, density=0.01%)
Benign CA: 0.4111
./selected_nodes/Flickr/Overall/seed10/nodes.txt
Training Surrogate Model...
=== training gcn model ===
Epoch 0, training loss: 1.945176601409912
acc_val: 0.4119
Epoch 10, training loss: 1.620200753211975
acc_val: 0.4119
Epoch 20, training loss: 1.6128506660461426
acc_val: 0.4119
Epoch 30, training loss: 1.6046487092971802
acc_val: 0.4119
Epoch 40, training loss: 1.5925995111465454
acc_val: 0.4119
Epoch 50, training loss: 1.5841714143753052
acc_val: 0.4121
Epoch 60, training loss: 1.5773963928222656
acc_val: 0.4145
Epoch 70, training loss: 1.5705196857452393
acc_val: 0.4152
Epoch 80, training loss: 1.5638571977615356
acc_val: 0.4179
Epoch 90, training loss: 1.5581196546554565
acc_val: 0.4211
Epoch 100, training loss: 1.5524835586547852
acc_val: 0.4251
Epoch 110, training loss: 1.5472592115402222
acc_val: 0.4276
Epoch 120, training loss: 1.54263174533844
acc_val: 0.4365
Epoch 130, training loss: 1.5393248796463013
acc_val: 0.4350
Epoch 140, training loss: 1.535413384437561
acc_val: 0.4343
Epoch 150, training loss: 1.5335779190063477
acc_val: 0.4420
Epoch 160, training loss: 1.5322076082229614
acc_val: 0.4440
Epoch 170, training loss: 1.530367136001587
acc_val: 0.4478
Epoch 180, training loss: 1.5317000150680542
acc_val: 0.4415
Epoch 190, training loss: 1.5287206172943115
acc_val: 0.4533
=== picking the best model according to the performance on validation ===
Training Completed...
precent of left attach nodes: 1.000
target class rate on Vs: 0.0000
target class rate on Vs: 0.0672
accuracy on clean test nodes: 0.4090
torch.Size([899756])
torch.Size([89250, 500])
Attacking: Sequential inject 5355/26775 nodes, target 8925/8925 nodes
Attacking: Epoch 0, Loss: 17.71089, Surrogate test score: 0.69143
Attacking: Epoch 1, Loss: 16.90831, Surrogate test score: 0.65345
Attacking: Epoch 2, Loss: 16.11817, Surrogate test score: 0.61983
Attacking: Epoch 3, Loss: 15.35021, Surrogate test score: 0.58846
Attacking: Epoch 4, Loss: 14.61390, Surrogate test score: 0.55720
Attacking: Epoch 5, Loss: 13.90861, Surrogate test score: 0.53132
Attacking: Epoch 6, Loss: 13.23901, Surrogate test score: 0.50241
Attacking: Epoch 7, Loss: 12.60634, Surrogate test score: 0.47496
Attacking: Epoch 8, Loss: 12.01089, Surrogate test score: 0.45232
Attacking: Epoch 9, Loss: 11.44838, Surrogate test score: 0.43126
Attacking: Epoch 10, Loss: 10.91886, Surrogate test score: 0.41176
Attacking: Epoch 11, Loss: 10.42701, Surrogate test score: 0.39507
Attacking: Epoch 12, Loss: 9.97648, Surrogate test score: 0.38095
Attacking: Epoch 13, Loss: 9.57091, Surrogate test score: 0.36896
Attacking: Epoch 14, Loss: 9.21142, Surrogate test score: 0.36146
Attacking: Epoch 15, Loss: 8.89635, Surrogate test score: 0.35294
Attacking: Epoch 16, Loss: 8.62274, Surrogate test score: 0.34711
Attacking: Epoch 17, Loss: 8.38849, Surrogate test score: 0.34241
Attacking: Epoch 18, Loss: 8.19067, Surrogate test score: 0.33804
Attacking: Epoch 19, Loss: 8.02528, Surrogate test score: 0.33479
Attacking: Epoch 20, Loss: 7.88722, Surrogate test score: 0.33232
Attacking: Epoch 21, Loss: 7.77223, Surrogate test score: 0.33120
Attacking: Epoch 22, Loss: 7.67710, Surrogate test score: 0.33053
Attacking: Epoch 23, Loss: 7.59784, Surrogate test score: 0.33020
Attacking: Epoch 24, Loss: 7.53147, Surrogate test score: 0.32964
Attacking: Epoch 25, Loss: 7.47591, Surrogate test score: 0.32908
Attacking: Epoch 26, Loss: 7.42911, Surrogate test score: 0.32896
Attacking: Epoch 27, Loss: 7.38897, Surrogate test score: 0.32863
Attacking: Epoch 28, Loss: 7.35359, Surrogate test score: 0.32852
Attacking: Epoch 29, Loss: 7.32141, Surrogate test score: 0.32840
Attacking: Epoch 30, Loss: 7.29147, Surrogate test score: 0.32840
Attacking: Epoch 31, Loss: 7.26356, Surrogate test score: 0.32840
Attacking: Epoch 32, Loss: 7.23758, Surrogate test score: 0.32829
Attacking: Epoch 33, Loss: 7.21301, Surrogate test score: 0.32829
Attacking: Epoch 34, Loss: 7.18950, Surrogate test score: 0.32818
Attacking: Epoch 35, Loss: 7.16671, Surrogate test score: 0.32818
Attacking: Epoch 36, Loss: 7.14439, Surrogate test score: 0.32807
Attacking: Epoch 37, Loss: 7.12261, Surrogate test score: 0.32807
Attacking: Epoch 38, Loss: 7.10161, Surrogate test score: 0.32796
Attacking: Epoch 39, Loss: 7.08150, Surrogate test score: 0.32796
Attacking: Epoch 40, Loss: 7.06206, Surrogate test score: 0.32784
Attacking: Epoch 41, Loss: 7.04318, Surrogate test score: 0.32784
Attacking: Epoch 42, Loss: 7.02483, Surrogate test score: 0.32784
Attacking: Epoch 43, Loss: 7.00694, Surrogate test score: 0.32784
Attacking: Epoch 44, Loss: 6.98953, Surrogate test score: 0.32784
Attacking: Epoch 45, Loss: 6.97258, Surrogate test score: 0.32773
Attacking: Epoch 46, Loss: 6.95606, Surrogate test score: 0.32773
Attacking: Epoch 47, Loss: 6.93998, Surrogate test score: 0.32773
Attacking: Epoch 48, Loss: 6.92430, Surrogate test score: 0.32773
Attacking: Epoch 49, Loss: 6.90900, Surrogate test score: 0.32773
Attacking: Epoch 50, Loss: 6.89408, Surrogate test score: 0.32773
Attacking: Epoch 51, Loss: 6.87955, Surrogate test score: 0.32784
Attacking: Epoch 52, Loss: 6.86538, Surrogate test score: 0.32784
Attacking: Epoch 53, Loss: 6.85157, Surrogate test score: 0.32773
Attacking: Epoch 54, Loss: 6.83808, Surrogate test score: 0.32762
Attacking: Epoch 55, Loss: 6.82485, Surrogate test score: 0.32762
Attacking: Epoch 56, Loss: 6.81186, Surrogate test score: 0.32762
Attacking: Epoch 57, Loss: 6.79912, Surrogate test score: 0.32762
Attacking: Epoch 58, Loss: 6.78665, Surrogate test score: 0.32751
Attacking: Epoch 261, Loss: 5.71961, Surrogate test score: 0.32639
Attacking: Epoch 262, Loss: 5.71662, Surrogate test score: 0.32639
Attacking: Epoch 263, Loss: 5.71366, Surrogate test score: 0.32639
Attacking: Epoch 264, Loss: 5.71070, Surrogate test score: 0.32639
Attacking: Epoch 265, Loss: 5.70776, Surrogate test score: 0.32639
Attacking: Epoch 266, Loss: 5.70484, Surrogate test score: 0.32639
Attacking: Epoch 267, Loss: 5.70193, Surrogate test score: 0.32639
Attacking: Epoch 268, Loss: 5.69904, Surrogate test score: 0.32639
Attacking: Epoch 269, Loss: 5.69615, Surrogate test score: 0.32639
Attacking: Epoch 270, Loss: 5.69327, Surrogate test score: 0.32639
Attacking: Epoch 271, Loss: 5.69044, Surrogate test score: 0.32639
Attacking: Epoch 272, Loss: 5.68760, Surrogate test score: 0.32639
Attacking: Epoch 273, Loss: 5.68479, Surrogate test score: 0.32639
Attacking: Epoch 274, Loss: 5.68199, Surrogate test score: 0.32639
Attacking: Epoch 275, Loss: 5.67920, Surrogate test score: 0.32639
Attacking: Epoch 276, Loss: 5.67642, Surrogate test score: 0.32639
Attacking: Epoch 277, Loss: 5.67366, Surrogate test score: 0.32639
Attacking: Epoch 278, Loss: 5.67092, Surrogate test score: 0.32639
Attacking: Epoch 279, Loss: 5.66819, Surrogate test score: 0.32639
Attacking: Epoch 280, Loss: 5.66547, Surrogate test score: 0.32639
Attacking: Epoch 281, Loss: 5.66277, Surrogate test score: 0.32639
Attacking: Epoch 282, Loss: 5.66008, Surrogate test score: 0.32639
Attacking: Epoch 283, Loss: 5.65740, Surrogate test score: 0.32639
Attacking: Epoch 284, Loss: 5.65475, Surrogate test score: 0.32639
Attacking: Epoch 285, Loss: 5.65210, Surrogate test score: 0.32639
Attacking: Epoch 286, Loss: 5.64947, Surrogate test score: 0.32639
Attacking: Epoch 287, Loss: 5.64685, Surrogate test score: 0.32639
Attacking: Epoch 288, Loss: 5.64426, Surrogate test score: 0.32639
Attacking: Epoch 289, Loss: 5.64166, Surrogate test score: 0.32639
Attacking: Epoch 290, Loss: 5.63910, Surrogate test score: 0.32639
Attacking: Epoch 291, Loss: 5.63654, Surrogate test score: 0.32639
Attacking: Epoch 292, Loss: 5.63399, Surrogate test score: 0.32639
Attacking: Epoch 293, Loss: 5.63146, Surrogate test score: 0.32639
Attacking: Epoch 294, Loss: 5.62895, Surrogate test score: 0.32639
Attacking: Epoch 295, Loss: 5.62644, Surrogate test score: 0.32639
Attacking: Epoch 296, Loss: 5.62395, Surrogate test score: 0.32639
Attacking: Epoch 297, Loss: 5.62147, Surrogate test score: 0.32639
Attacking: Epoch 298, Loss: 5.61899, Surrogate test score: 0.32639
Attacking: Epoch 299, Loss: 5.61655, Surrogate test score: 0.32639
Attacking: Epoch 300, Loss: 5.61411, Surrogate test score: 0.32639
Attacking: Epoch 301, Loss: 5.61167, Surrogate test score: 0.32639
Attacking: Epoch 302, Loss: 5.60925, Surrogate test score: 0.32639
Attacking: Epoch 303, Loss: 5.60685, Surrogate test score: 0.32639
Attacking: Epoch 304, Loss: 5.60445, Surrogate test score: 0.32639
Attacking: Epoch 305, Loss: 5.60207, Surrogate test score: 0.32639
Attacking: Epoch 306, Loss: 5.59970, Surrogate test score: 0.32639
Attacking: Epoch 307, Loss: 5.59736, Surrogate test score: 0.32639
Attacking: Epoch 308, Loss: 5.59501, Surrogate test score: 0.32639
Attacking: Epoch 309, Loss: 5.59268, Surrogate test score: 0.32639
Attacking: Epoch 310, Loss: 5.59033, Surrogate test score: 0.32639
Attacking: Epoch 311, Loss: 5.58784, Surrogate test score: 0.32639
Attacking: Epoch 312, Loss: 5.58473, Surrogate test score: 0.32627
Attacking: Epoch 313, Loss: 5.58175, Surrogate test score: 0.32627
Attacking: Epoch 314, Loss: 5.57909, Surrogate test score: 0.32627
Attacking: Epoch 315, Loss: 5.57654, Surrogate test score: 0.32627
Attacking: Epoch 316, Loss: 5.57413, Surrogate test score: 0.32627
Attacking: Epoch 317, Loss: 5.57183, Surrogate test score: 0.32627
Attacking: Epoch 318, Loss: 5.56961, Surrogate test score: 0.32627
Attacking: Epoch 319, Loss: 5.56741, Surrogate test score: 0.32627
Attacking: Epoch 320, Loss: 5.56521, Surrogate test score: 0.32627
Attacking: Epoch 321, Loss: 5.56303, Surrogate test score: 0.32627
Attacking: Epoch 322, Loss: 5.56085, Surrogate test score: 0.32627
Attacking: Epoch 323, Loss: 5.55869, Surrogate test score: 0.32627
Attacking: Epoch 324, Loss: 5.55654, Surrogate test score: 0.32627
Attacking: Epoch 325, Loss: 5.55439, Surrogate test score: 0.32627
Attacking: Epoch 326, Loss: 5.55226, Surrogate test score: 0.32627
Attacking: Epoch 327, Loss: 5.55015, Surrogate test score: 0.32627
Attacking: Epoch 328, Loss: 5.54805, Surrogate test score: 0.32627
Attacking: Epoch 329, Loss: 5.54596, Surrogate test score: 0.32627
Attacking: Epoch 330, Loss: 5.54388, Surrogate test score: 0.32627
Attacking: Epoch 331, Loss: 5.54181, Surrogate test score: 0.32627
Attacking: Epoch 332, Loss: 5.53975, Surrogate test score: 0.32627
Attacking: Epoch 333, Loss: 5.53771, Surrogate test score: 0.32627
Attacking: Epoch 334, Loss: 5.53567, Surrogate test score: 0.32627
Attacking: Epoch 335, Loss: 5.53364, Surrogate test score: 0.32627
Attacking: Epoch 336, Loss: 5.53162, Surrogate test score: 0.32627
Attacking: Epoch 337, Loss: 5.52963, Surrogate test score: 0.32627
Attacking: Epoch 338, Loss: 5.52763, Surrogate test score: 0.32627
Attacking: Epoch 339, Loss: 5.52563, Surrogate test score: 0.32627
Attacking: Epoch 340, Loss: 5.52365, Surrogate test score: 0.32627
Attacking: Epoch 341, Loss: 5.52168, Surrogate test score: 0.32627
Attacking: Epoch 342, Loss: 5.51972, Surrogate test score: 0.32627
Attacking: Epoch 343, Loss: 5.51777, Surrogate test score: 0.32627
Attacking: Epoch 344, Loss: 5.51582, Surrogate test score: 0.32627
Attacking: Epoch 345, Loss: 5.51389, Surrogate test score: 0.32627
Attacking: Epoch 346, Loss: 5.51196, Surrogate test score: 0.32627
Attacking: Epoch 347, Loss: 5.51004, Surrogate test score: 0.32627
Attacking: Epoch 348, Loss: 5.50815, Surrogate test score: 0.32627
Attacking: Epoch 349, Loss: 5.50625, Surrogate test score: 0.32627
Attacking: Epoch 350, Loss: 5.50437, Surrogate test score: 0.32627
Attacking: Epoch 351, Loss: 5.50251, Surrogate test score: 0.32627
Attacking: Epoch 352, Loss: 5.50064, Surrogate test score: 0.32627
Attacking: Epoch 353, Loss: 5.49880, Surrogate test score: 0.32627
Attacking: Epoch 354, Loss: 5.49695, Surrogate test score: 0.32627
Attacking: Epoch 355, Loss: 5.49513, Surrogate test score: 0.32627
Attacking: Epoch 356, Loss: 5.49331, Surrogate test score: 0.32627
Attacking: Epoch 357, Loss: 5.49150, Surrogate test score: 0.32627
Attacking: Epoch 358, Loss: 5.48970, Surrogate test score: 0.32627
Attacking: Epoch 359, Loss: 5.48790, Surrogate test score: 0.32627
Attacking: Epoch 360, Loss: 5.48613, Surrogate test score: 0.32627
Attacking: Epoch 361, Loss: 5.48435, Surrogate test score: 0.32627
Attacking: Epoch 362, Loss: 5.48259, Surrogate test score: 0.32627
Attacking: Epoch 363, Loss: 5.48083, Surrogate test score: 0.32627
Attacking: Epoch 364, Loss: 5.47908, Surrogate test score: 0.32627
Attacking: Epoch 365, Loss: 5.47734, Surrogate test score: 0.32627
Attacking: Epoch 366, Loss: 5.47560, Surrogate test score: 0.32627
Attacking: Epoch 367, Loss: 5.47384, Surrogate test score: 0.32627
Attacking: Epoch 368, Loss: 5.47180, Surrogate test score: 0.32627
Attacking: Epoch 369, Loss: 5.46923, Surrogate test score: 0.32616
Attacking: Epoch 370, Loss: 5.46714, Surrogate test score: 0.32616
Attacking: Epoch 371, Loss: 5.46514, Surrogate test score: 0.32616
Attacking: Epoch 372, Loss: 5.46317, Surrogate test score: 0.32616
Attacking: Epoch 373, Loss: 5.46125, Surrogate test score: 0.32616
Attacking: Epoch 374, Loss: 5.45897, Surrogate test score: 0.32616
Attacking: Epoch 375, Loss: 5.45647, Surrogate test score: 0.32605
Attacking: Epoch 376, Loss: 5.45446, Surrogate test score: 0.32605
Attacking: Epoch 377, Loss: 5.45255, Surrogate test score: 0.32605
Attacking: Epoch 378, Loss: 5.45075, Surrogate test score: 0.32605
Attacking: Epoch 379, Loss: 5.44905, Surrogate test score: 0.32605
Attacking: Epoch 380, Loss: 5.44749, Surrogate test score: 0.32605
Attacking: Epoch 381, Loss: 5.44592, Surrogate test score: 0.32605
Attacking: Epoch 382, Loss: 5.44435, Surrogate test score: 0.32605
Attacking: Epoch 383, Loss: 5.44279, Surrogate test score: 0.32605
Attacking: Epoch 384, Loss: 5.44124, Surrogate test score: 0.32605
Attacking: Epoch 385, Loss: 5.43970, Surrogate test score: 0.32605
Attacking: Epoch 386, Loss: 5.43816, Surrogate test score: 0.32605
Attacking: Epoch 387, Loss: 5.43664, Surrogate test score: 0.32605
Attacking: Epoch 388, Loss: 5.43512, Surrogate test score: 0.32605
Attacking: Epoch 389, Loss: 5.43361, Surrogate test score: 0.32605
Attacking: Epoch 390, Loss: 5.43211, Surrogate test score: 0.32605
Attacking: Epoch 391, Loss: 5.43061, Surrogate test score: 0.32605
Attacking: Epoch 392, Loss: 5.42913, Surrogate test score: 0.32605
Attacking: Epoch 393, Loss: 5.42766, Surrogate test score: 0.32605
Attacking: Epoch 394, Loss: 5.42618, Surrogate test score: 0.32605
Attacking: Epoch 395, Loss: 5.42472, Surrogate test score: 0.32605
Attacking: Epoch 396, Loss: 5.42328, Surrogate test score: 0.32605
Attacking: Epoch 397, Loss: 5.42183, Surrogate test score: 0.32605
Attacking: Epoch 398, Loss: 5.42040, Surrogate test score: 0.32605
Attacking: Epoch 399, Loss: 5.41897, Surrogate test score: 0.32605
Attacking: Epoch 400, Loss: 5.41755, Surrogate test score: 0.32605
Attacking: Epoch 401, Loss: 5.41613, Surrogate test score: 0.32605
Attacking: Epoch 402, Loss: 5.41472, Surrogate test score: 0.32605
Attacking: Epoch 403, Loss: 5.41331, Surrogate test score: 0.32605
Attacking: Epoch 404, Loss: 5.41191, Surrogate test score: 0.32605
Attacking: Epoch 405, Loss: 5.41052, Surrogate test score: 0.32605
Attacking: Epoch 406, Loss: 5.40913, Surrogate test score: 0.32605
Attacking: Epoch 407, Loss: 5.40776, Surrogate test score: 0.32605
Attacking: Epoch 408, Loss: 5.40637, Surrogate test score: 0.32605
Attacking: Epoch 409, Loss: 5.40500, Surrogate test score: 0.32605
Attacking: Epoch 410, Loss: 5.40365, Surrogate test score: 0.32605
Attacking: Epoch 411, Loss: 5.40228, Surrogate test score: 0.32605
Attacking: Epoch 412, Loss: 5.40093, Surrogate test score: 0.32605
Attacking: Epoch 413, Loss: 5.39959, Surrogate test score: 0.32605
Attacking: Epoch 414, Loss: 5.39826, Surrogate test score: 0.32605
Attacking: Epoch 415, Loss: 5.39692, Surrogate test score: 0.32605
Attacking: Epoch 416, Loss: 5.39559, Surrogate test score: 0.32605
Attacking: Epoch 417, Loss: 5.39429, Surrogate test score: 0.32605
Attacking: Epoch 418, Loss: 5.39299, Surrogate test score: 0.32605
Attacking: Epoch 419, Loss: 5.39169, Surrogate test score: 0.32605
Attacking: Epoch 420, Loss: 5.39041, Surrogate test score: 0.32605
Attacking: Epoch 421, Loss: 5.38911, Surrogate test score: 0.32605
Attacking: Epoch 422, Loss: 5.38783, Surrogate test score: 0.32605
Attacking: Epoch 423, Loss: 5.38656, Surrogate test score: 0.32605
Attacking: Epoch 424, Loss: 5.38529, Surrogate test score: 0.32605
Attacking: Epoch 425, Loss: 5.38404, Surrogate test score: 0.32605
Attacking: Epoch 426, Loss: 5.38276, Surrogate test score: 0.32605
Attacking: Epoch 427, Loss: 5.38152, Surrogate test score: 0.32605
Attacking: Epoch 428, Loss: 5.38027, Surrogate test score: 0.32605
Attacking: Epoch 429, Loss: 5.37905, Surrogate test score: 0.32605
Attacking: Epoch 430, Loss: 5.37782, Surrogate test score: 0.32605
Attacking: Epoch 431, Loss: 5.37659, Surrogate test score: 0.32605
Attacking: Epoch 432, Loss: 5.37537, Surrogate test score: 0.32605
Attacking: Epoch 433, Loss: 5.37415, Surrogate test score: 0.32605
Attacking: Epoch 434, Loss: 5.37295, Surrogate test score: 0.32605
Attacking: Epoch 435, Loss: 5.37176, Surrogate test score: 0.32605
Attacking: Epoch 436, Loss: 5.37055, Surrogate test score: 0.32605
Attacking: Epoch 437, Loss: 5.36936, Surrogate test score: 0.32605
Attacking: Epoch 438, Loss: 5.36817, Surrogate test score: 0.32605
Attacking: Epoch 439, Loss: 5.36699, Surrogate test score: 0.32605
Attacking: Epoch 440, Loss: 5.36580, Surrogate test score: 0.32605
Attacking: Epoch 441, Loss: 5.36463, Surrogate test score: 0.32605
Attacking: Epoch 442, Loss: 5.36347, Surrogate test score: 0.32605
Attacking: Epoch 443, Loss: 5.36228, Surrogate test score: 0.32605
Attacking: Epoch 444, Loss: 5.36114, Surrogate test score: 0.32605
Attacking: Epoch 445, Loss: 5.35998, Surrogate test score: 0.32605
Attacking: Epoch 446, Loss: 5.35883, Surrogate test score: 0.32605
Attacking: Epoch 447, Loss: 5.35770, Surrogate test score: 0.32605
Attacking: Epoch 448, Loss: 5.35655, Surrogate test score: 0.32605
Attacking: Epoch 449, Loss: 5.35544, Surrogate test score: 0.32605
Attacking: Epoch 450, Loss: 5.35431, Surrogate test score: 0.32605
Attacking: Epoch 451, Loss: 5.35319, Surrogate test score: 0.32605
Attacking: Epoch 452, Loss: 5.35206, Surrogate test score: 0.32605
Attacking: Epoch 453, Loss: 5.35096, Surrogate test score: 0.32605
Attacking: Epoch 454, Loss: 5.34985, Surrogate test score: 0.32605
Attacking: Epoch 455, Loss: 5.34875, Surrogate test score: 0.32605
Attacking: Epoch 456, Loss: 5.34764, Surrogate test score: 0.32605
Attacking: Epoch 457, Loss: 5.34653, Surrogate test score: 0.32605
Attacking: Epoch 458, Loss: 5.34545, Surrogate test score: 0.32605
Attacking: Epoch 459, Loss: 5.34435, Surrogate test score: 0.32605
Attacking: Epoch 460, Loss: 5.34327, Surrogate test score: 0.32605
Attacking: Epoch 461, Loss: 5.34219, Surrogate test score: 0.32605
Attacking: Epoch 462, Loss: 5.34112, Surrogate test score: 0.32605
Attacking: Epoch 463, Loss: 5.34004, Surrogate test score: 0.32605
Attacking: Epoch 464, Loss: 5.33899, Surrogate test score: 0.32605
Attacking: Epoch 465, Loss: 5.33794, Surrogate test score: 0.32605
Attacking: Epoch 466, Loss: 5.33688, Surrogate test score: 0.32605
Attacking: Epoch 467, Loss: 5.33584, Surrogate test score: 0.32605
Attacking: Epoch 468, Loss: 5.33480, Surrogate test score: 0.32605
Attacking: Epoch 469, Loss: 5.33374, Surrogate test score: 0.32605
Attacking: Epoch 470, Loss: 5.33271, Surrogate test score: 0.32605
Attacking: Epoch 471, Loss: 5.33170, Surrogate test score: 0.32605
Attacking: Epoch 472, Loss: 5.33065, Surrogate test score: 0.32605
Attacking: Epoch 473, Loss: 5.32964, Surrogate test score: 0.32605
Attacking: Epoch 474, Loss: 5.32863, Surrogate test score: 0.32605
Attacking: Epoch 475, Loss: 5.32761, Surrogate test score: 0.32605
Attacking: Epoch 476, Loss: 5.32661, Surrogate test score: 0.32605
Attacking: Epoch 477, Loss: 5.32560, Surrogate test score: 0.32605
Attacking: Epoch 478, Loss: 5.32460, Surrogate test score: 0.32605
Attacking: Epoch 479, Loss: 5.32358, Surrogate test score: 0.32605
Attacking: Epoch 480, Loss: 5.32259, Surrogate test score: 0.32605
Attacking: Epoch 481, Loss: 5.32162, Surrogate test score: 0.32605
Attacking: Epoch 482, Loss: 5.32061, Surrogate test score: 0.32605
Attacking: Epoch 483, Loss: 5.31962, Surrogate test score: 0.32605
Attacking: Epoch 484, Loss: 5.31864, Surrogate test score: 0.32605
Attacking: Epoch 485, Loss: 5.31766, Surrogate test score: 0.32605
Attacking: Epoch 486, Loss: 5.31669, Surrogate test score: 0.32605
Attacking: Epoch 487, Loss: 5.31571, Surrogate test score: 0.32605
Attacking: Epoch 488, Loss: 5.31475, Surrogate test score: 0.32605
Attacking: Epoch 489, Loss: 5.31377, Surrogate test score: 0.32605
Attacking: Epoch 490, Loss: 5.31281, Surrogate test score: 0.32605
Attacking: Epoch 491, Loss: 5.31184, Surrogate test score: 0.32605
Attacking: Epoch 492, Loss: 5.31090, Surrogate test score: 0.32605
Attacking: Epoch 493, Loss: 5.30993, Surrogate test score: 0.32605
Attacking: Epoch 494, Loss: 5.30898, Surrogate test score: 0.32605
Attacking: Epoch 495, Loss: 5.30804, Surrogate test score: 0.32605
Attacking: Epoch 496, Loss: 5.30708, Surrogate test score: 0.32605
Attacking: Epoch 497, Loss: 5.30616, Surrogate test score: 0.32605
Attacking: Epoch 498, Loss: 5.30520, Surrogate test score: 0.32605
Attacking: Epoch 499, Loss: 5.30426, Surrogate test score: 0.32605
Attacking: Sequential inject 10710/26775 nodes, target 8925/8925 nodes
Attacking: Epoch 0, Loss: 6.22104, Surrogate test score: 0.23810
Attacking: Epoch 1, Loss: 5.53162, Surrogate test score: 0.22577
Attacking: Epoch 2, Loss: 5.09935, Surrogate test score: 0.21389
Attacking: Epoch 3, Loss: 4.80983, Surrogate test score: 0.20459
Attacking: Epoch 4, Loss: 4.58064, Surrogate test score: 0.19350
Attacking: Epoch 5, Loss: 4.37693, Surrogate test score: 0.18543
Attacking: Epoch 6, Loss: 4.18873, Surrogate test score: 0.17748
Attacking: Epoch 7, Loss: 4.01372, Surrogate test score: 0.17053
Attacking: Epoch 8, Loss: 3.85205, Surrogate test score: 0.16583
Attacking: Epoch 9, Loss: 3.70287, Surrogate test score: 0.15978
Attacking: Epoch 10, Loss: 3.56556, Surrogate test score: 0.15361
Attacking: Epoch 11, Loss: 3.44019, Surrogate test score: 0.14913
Attacking: Epoch 12, Loss: 3.32570, Surrogate test score: 0.14622
Attacking: Epoch 13, Loss: 3.22102, Surrogate test score: 0.14319
Attacking: Epoch 14, Loss: 3.12566, Surrogate test score: 0.14062
Attacking: Epoch 15, Loss: 3.03989, Surrogate test score: 0.13804
Attacking: Epoch 16, Loss: 2.96405, Surrogate test score: 0.13658
Attacking: Epoch 17, Loss: 2.89813, Surrogate test score: 0.13479
Attacking: Epoch 18, Loss: 2.84208, Surrogate test score: 0.13378
Attacking: Epoch 19, Loss: 2.79445, Surrogate test score: 0.13277
Attacking: Epoch 20, Loss: 2.75512, Surrogate test score: 0.13244
Attacking: Epoch 21, Loss: 2.72299, Surrogate test score: 0.13199
Attacking: Epoch 22, Loss: 2.69608, Surrogate test score: 0.13176
Attacking: Epoch 23, Loss: 2.67303, Surrogate test score: 0.13120
Attacking: Epoch 24, Loss: 2.65318, Surrogate test score: 0.13087
Attacking: Epoch 25, Loss: 2.63635, Surrogate test score: 0.13064
Attacking: Epoch 26, Loss: 2.62165, Surrogate test score: 0.13053
Attacking: Epoch 27, Loss: 2.60851, Surrogate test score: 0.13042
Attacking: Epoch 28, Loss: 2.59676, Surrogate test score: 0.13020
Attacking: Epoch 29, Loss: 2.58640, Surrogate test score: 0.13008
Attacking: Epoch 30, Loss: 2.57693, Surrogate test score: 0.12997
Attacking: Epoch 31, Loss: 2.56821, Surrogate test score: 0.12986
Attacking: Epoch 32, Loss: 2.56018, Surrogate test score: 0.12975
Attacking: Epoch 33, Loss: 2.55276, Surrogate test score: 0.12964
Attacking: Epoch 34, Loss: 2.54594, Surrogate test score: 0.12952
Attacking: Epoch 35, Loss: 2.53957, Surrogate test score: 0.12952
Attacking: Epoch 36, Loss: 2.53356, Surrogate test score: 0.12941
Attacking: Epoch 37, Loss: 2.52787, Surrogate test score: 0.12930
Attacking: Epoch 38, Loss: 2.52234, Surrogate test score: 0.12930
Attacking: Epoch 39, Loss: 2.51694, Surrogate test score: 0.12930
Attacking: Epoch 40, Loss: 2.51171, Surrogate test score: 0.12930
Attacking: Epoch 41, Loss: 2.50679, Surrogate test score: 0.12930
Attacking: Epoch 42, Loss: 2.50199, Surrogate test score: 0.12930
Attacking: Epoch 43, Loss: 2.49738, Surrogate test score: 0.12930
Attacking: Epoch 44, Loss: 2.49290, Surrogate test score: 0.12930
Attacking: Epoch 45, Loss: 2.48851, Surrogate test score: 0.12908
Attacking: Epoch 46, Loss: 2.48413, Surrogate test score: 0.12908
Attacking: Epoch 47, Loss: 2.47978, Surrogate test score: 0.12908
Attacking: Epoch 48, Loss: 2.47549, Surrogate test score: 0.12908
Attacking: Epoch 49, Loss: 2.47123, Surrogate test score: 0.12896
Attacking: Epoch 50, Loss: 2.46701, Surrogate test score: 0.12896
Attacking: Epoch 51, Loss: 2.46287, Surrogate test score: 0.12896
Attacking: Epoch 52, Loss: 2.45877, Surrogate test score: 0.12885
