nohup: ignoring input
Namespace(attack_method='TDGIA', cuda=True, dataset='Flickr', debug=True, defense_mode='prune', device_id=3, dis_weight=0.0, dropout=0.5, epochs=200, evaluate_mode='overall', hidden=64, homo_boost_thrd=0.5, homo_loss_weight=100.0, inner=1, lr=0.01, model='GCN', no_cuda=False, prune_thr=0.4, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, test_model='GCN', thrd=0.5, train_lr=0.02, trigger_prob=0.5, trigger_size=3, trojan_epochs=1000, vs_ratio=0.005, weight_decay=0.0005)
Data(x=[89250, 500], edge_index=[2, 899756], y=[89250], train_mask=[89250], val_mask=[89250], test_mask=[89250])
Length of training set: 17850
Training benign model Finished!
Benign CA: 0.2062
./selected_nodes/Flickr/Overall/seed10/nodes.txt
Training Surrogate Model...
=== training gcn model ===
Epoch 0, training loss: 1.9452153444290161
acc_val: 0.4119
Epoch 10, training loss: 1.6309700012207031
acc_val: 0.4119
Epoch 20, training loss: 1.6187177896499634
acc_val: 0.4119
Epoch 30, training loss: 1.605920433998108
acc_val: 0.4117
Epoch 40, training loss: 1.5945312976837158
acc_val: 0.4119
Epoch 50, training loss: 1.5863348245620728
acc_val: 0.4114
Epoch 60, training loss: 1.5802758932113647
acc_val: 0.4139
Epoch 70, training loss: 1.5742063522338867
acc_val: 0.4133
Epoch 80, training loss: 1.5673242807388306
acc_val: 0.4158
Epoch 90, training loss: 1.5605494976043701
acc_val: 0.4211
Epoch 100, training loss: 1.551489233970642
acc_val: 0.4271
Epoch 110, training loss: 1.5445424318313599
acc_val: 0.4266
Epoch 120, training loss: 1.5378440618515015
acc_val: 0.4392
Epoch 130, training loss: 1.5354580879211426
acc_val: 0.4420
Epoch 140, training loss: 1.5312683582305908
acc_val: 0.4389
Epoch 150, training loss: 1.5314425230026245
acc_val: 0.4432
Epoch 160, training loss: 1.5311552286148071
acc_val: 0.4457
Epoch 170, training loss: 1.527440071105957
acc_val: 0.4492
Epoch 180, training loss: 1.5292843580245972
acc_val: 0.4463
Epoch 190, training loss: 1.5266375541687012
acc_val: 0.4492
=== picking the best model according to the performance on validation ===
Training Completed...
precent of left attach nodes: 1.000
target class rate on Vs: 0.0000
target class rate on Vs: 0.0672
accuracy on clean test nodes: 0.4193
torch.Size([899756])
torch.Size([89250, 500])
Attacking: Sequential inject 5355/26775 nodes, target 8925/8925 nodes
Attacking: Epoch 0, Loss: 18.50232, Surrogate test score: 0.71092
Attacking: Epoch 1, Loss: 17.60594, Surrogate test score: 0.67518
Attacking: Epoch 2, Loss: 16.72763, Surrogate test score: 0.64370
Attacking: Epoch 3, Loss: 15.88720, Surrogate test score: 0.60964
Attacking: Epoch 4, Loss: 15.09177, Surrogate test score: 0.57860
Attacking: Epoch 5, Loss: 14.34667, Surrogate test score: 0.54891
Attacking: Epoch 6, Loss: 13.65191, Surrogate test score: 0.52392
Attacking: Epoch 7, Loss: 13.00189, Surrogate test score: 0.49793
Attacking: Epoch 8, Loss: 12.39321, Surrogate test score: 0.47328
Attacking: Epoch 9, Loss: 11.82073, Surrogate test score: 0.45333
Attacking: Epoch 10, Loss: 11.28251, Surrogate test score: 0.43417
Attacking: Epoch 11, Loss: 10.78037, Surrogate test score: 0.41356
Attacking: Epoch 12, Loss: 10.31476, Surrogate test score: 0.39866
Attacking: Epoch 13, Loss: 9.88773, Surrogate test score: 0.38286
Attacking: Epoch 14, Loss: 9.49934, Surrogate test score: 0.37053
Attacking: Epoch 15, Loss: 9.14956, Surrogate test score: 0.36112
Attacking: Epoch 16, Loss: 8.84215, Surrogate test score: 0.35294
Attacking: Epoch 17, Loss: 8.57395, Surrogate test score: 0.34611
Attacking: Epoch 18, Loss: 8.34285, Surrogate test score: 0.34084
Attacking: Epoch 19, Loss: 8.14616, Surrogate test score: 0.33625
Attacking: Epoch 20, Loss: 7.97944, Surrogate test score: 0.33289
Attacking: Epoch 21, Loss: 7.83934, Surrogate test score: 0.32997
Attacking: Epoch 22, Loss: 7.72229, Surrogate test score: 0.32896
Attacking: Epoch 23, Loss: 7.62507, Surrogate test score: 0.32784
Attacking: Epoch 24, Loss: 7.54399, Surrogate test score: 0.32672
Attacking: Epoch 25, Loss: 7.47609, Surrogate test score: 0.32571
Attacking: Epoch 26, Loss: 7.41917, Surrogate test score: 0.32549
Attacking: Epoch 27, Loss: 7.37091, Surrogate test score: 0.32493
Attacking: Epoch 28, Loss: 7.32920, Surrogate test score: 0.32459
Attacking: Epoch 29, Loss: 7.29259, Surrogate test score: 0.32448
Attacking: Epoch 30, Loss: 7.25994, Surrogate test score: 0.32448
Attacking: Epoch 31, Loss: 7.23068, Surrogate test score: 0.32437
Attacking: Epoch 32, Loss: 7.20401, Surrogate test score: 0.32437
Attacking: Epoch 33, Loss: 7.17877, Surrogate test score: 0.32415
Attacking: Epoch 34, Loss: 7.15443, Surrogate test score: 0.32403
Attacking: Epoch 35, Loss: 7.13093, Surrogate test score: 0.32403
Attacking: Epoch 36, Loss: 7.10815, Surrogate test score: 0.32403
Attacking: Epoch 37, Loss: 7.08619, Surrogate test score: 0.32392
Attacking: Epoch 38, Loss: 7.06515, Surrogate test score: 0.32392
Attacking: Epoch 39, Loss: 7.04513, Surrogate test score: 0.32392
Attacking: Epoch 40, Loss: 7.02599, Surrogate test score: 0.32392
Attacking: Epoch 41, Loss: 7.00748, Surrogate test score: 0.32392
Attacking: Epoch 42, Loss: 6.98953, Surrogate test score: 0.32381
Attacking: Epoch 43, Loss: 6.97207, Surrogate test score: 0.32381
Attacking: Epoch 44, Loss: 6.95505, Surrogate test score: 0.32381
Attacking: Epoch 45, Loss: 6.93843, Surrogate test score: 0.32381
Attacking: Epoch 46, Loss: 6.92218, Surrogate test score: 0.32381
Attacking: Epoch 47, Loss: 6.90628, Surrogate test score: 0.32381
Attacking: Epoch 48, Loss: 6.89069, Surrogate test score: 0.32381
Attacking: Epoch 49, Loss: 6.87541, Surrogate test score: 0.32381
Attacking: Epoch 50, Loss: 6.86044, Surrogate test score: 0.32381
Attacking: Epoch 51, Loss: 6.84577, Surrogate test score: 0.32381
Attacking: Epoch 52, Loss: 6.83141, Surrogate test score: 0.32381
Attacking: Epoch 53, Loss: 6.81732, Surrogate test score: 0.32381
Attacking: Epoch 54, Loss: 6.80353, Surrogate test score: 0.32381
Attacking: Epoch 55, Loss: 6.79004, Surrogate test score: 0.32381
Attacking: Epoch 56, Loss: 6.77683, Surrogate test score: 0.32381
Attacking: Epoch 57, Loss: 6.76392, Surrogate test score: 0.32381
Attacking: Epoch 268, Loss: 5.68484, Surrogate test score: 0.32370
Attacking: Epoch 269, Loss: 5.68196, Surrogate test score: 0.32370
Attacking: Epoch 270, Loss: 5.67909, Surrogate test score: 0.32370
Attacking: Epoch 271, Loss: 5.67623, Surrogate test score: 0.32370
Attacking: Epoch 272, Loss: 5.67340, Surrogate test score: 0.32370
Attacking: Epoch 273, Loss: 5.67058, Surrogate test score: 0.32370
Attacking: Epoch 274, Loss: 5.66777, Surrogate test score: 0.32370
Attacking: Epoch 275, Loss: 5.66497, Surrogate test score: 0.32370
Attacking: Epoch 276, Loss: 5.66218, Surrogate test score: 0.32370
Attacking: Epoch 277, Loss: 5.65941, Surrogate test score: 0.32370
Attacking: Epoch 278, Loss: 5.65666, Surrogate test score: 0.32370
Attacking: Epoch 279, Loss: 5.65390, Surrogate test score: 0.32370
Attacking: Epoch 280, Loss: 5.65117, Surrogate test score: 0.32370
Attacking: Epoch 281, Loss: 5.64845, Surrogate test score: 0.32370
Attacking: Epoch 282, Loss: 5.64574, Surrogate test score: 0.32370
Attacking: Epoch 283, Loss: 5.64303, Surrogate test score: 0.32370
Attacking: Epoch 284, Loss: 5.64035, Surrogate test score: 0.32370
Attacking: Epoch 285, Loss: 5.63769, Surrogate test score: 0.32370
Attacking: Epoch 286, Loss: 5.63502, Surrogate test score: 0.32370
Attacking: Epoch 287, Loss: 5.63237, Surrogate test score: 0.32370
Attacking: Epoch 288, Loss: 5.62973, Surrogate test score: 0.32370
Attacking: Epoch 289, Loss: 5.62712, Surrogate test score: 0.32370
Attacking: Epoch 290, Loss: 5.62450, Surrogate test score: 0.32370
Attacking: Epoch 291, Loss: 5.62190, Surrogate test score: 0.32370
Attacking: Epoch 292, Loss: 5.61931, Surrogate test score: 0.32370
Attacking: Early stopped.
Attacking: Sequential inject 10710/26775 nodes, target 8925/8925 nodes
Attacking: Epoch 0, Loss: 6.34929, Surrogate test score: 0.24493
Attacking: Epoch 1, Loss: 5.66827, Surrogate test score: 0.22566
Attacking: Epoch 2, Loss: 5.19506, Surrogate test score: 0.21165
Attacking: Epoch 3, Loss: 4.85643, Surrogate test score: 0.20325
Attacking: Epoch 4, Loss: 4.59579, Surrogate test score: 0.19328
Attacking: Epoch 5, Loss: 4.37473, Surrogate test score: 0.18555
Attacking: Epoch 6, Loss: 4.17987, Surrogate test score: 0.17894
Attacking: Epoch 7, Loss: 4.00383, Surrogate test score: 0.17356
Attacking: Epoch 8, Loss: 3.84099, Surrogate test score: 0.16661
Attacking: Epoch 9, Loss: 3.69112, Surrogate test score: 0.16011
Attacking: Epoch 10, Loss: 3.55222, Surrogate test score: 0.15518
Attacking: Epoch 11, Loss: 3.42403, Surrogate test score: 0.15092
Attacking: Epoch 12, Loss: 3.30772, Surrogate test score: 0.14700
Attacking: Epoch 13, Loss: 3.20221, Surrogate test score: 0.14387
Attacking: Epoch 14, Loss: 3.10720, Surrogate test score: 0.14017
Attacking: Epoch 15, Loss: 3.02256, Surrogate test score: 0.13703
Attacking: Epoch 16, Loss: 2.94760, Surrogate test score: 0.13401
Attacking: Epoch 17, Loss: 2.88203, Surrogate test score: 0.13266
Attacking: Epoch 18, Loss: 2.82492, Surrogate test score: 0.13132
Attacking: Epoch 19, Loss: 2.77535, Surrogate test score: 0.12964
Attacking: Epoch 20, Loss: 2.73175, Surrogate test score: 0.12896
Attacking: Epoch 21, Loss: 2.69387, Surrogate test score: 0.12818
Attacking: Epoch 22, Loss: 2.66103, Surrogate test score: 0.12728
Attacking: Epoch 23, Loss: 2.63306, Surrogate test score: 0.12683
Attacking: Epoch 24, Loss: 2.60957, Surrogate test score: 0.12605
Attacking: Epoch 25, Loss: 2.58965, Surrogate test score: 0.12594
Attacking: Epoch 26, Loss: 2.57277, Surrogate test score: 0.12571
Attacking: Epoch 27, Loss: 2.55864, Surrogate test score: 0.12527
Attacking: Epoch 28, Loss: 2.54659, Surrogate test score: 0.12504
Attacking: Epoch 29, Loss: 2.53605, Surrogate test score: 0.12471
Attacking: Epoch 30, Loss: 2.52664, Surrogate test score: 0.12448
Attacking: Epoch 31, Loss: 2.51788, Surrogate test score: 0.12415
Attacking: Epoch 32, Loss: 2.50976, Surrogate test score: 0.12426
Attacking: Epoch 33, Loss: 2.50225, Surrogate test score: 0.12426
Attacking: Epoch 34, Loss: 2.49497, Surrogate test score: 0.12426
Attacking: Epoch 35, Loss: 2.48787, Surrogate test score: 0.12426
Attacking: Epoch 36, Loss: 2.48135, Surrogate test score: 0.12403
Attacking: Epoch 37, Loss: 2.47542, Surrogate test score: 0.12392
Attacking: Epoch 38, Loss: 2.46985, Surrogate test score: 0.12392
Attacking: Epoch 39, Loss: 2.46465, Surrogate test score: 0.12392
Attacking: Epoch 40, Loss: 2.45957, Surrogate test score: 0.12392
Attacking: Epoch 41, Loss: 2.45446, Surrogate test score: 0.12392
Attacking: Epoch 42, Loss: 2.44941, Surrogate test score: 0.12392
Attacking: Epoch 43, Loss: 2.44440, Surrogate test score: 0.12392
Attacking: Epoch 44, Loss: 2.43956, Surrogate test score: 0.12392
Attacking: Epoch 45, Loss: 2.43485, Surrogate test score: 0.12392
Attacking: Epoch 46, Loss: 2.43016, Surrogate test score: 0.12392
Attacking: Epoch 47, Loss: 2.42548, Surrogate test score: 0.12392
Attacking: Epoch 48, Loss: 2.42082, Surrogate test score: 0.12370
Attacking: Epoch 49, Loss: 2.41625, Surrogate test score: 0.12370
Attacking: Epoch 50, Loss: 2.41184, Surrogate test score: 0.12370
Attacking: Epoch 51, Loss: 2.40743, Surrogate test score: 0.12359
Attacking: Epoch 52, Loss: 2.40300, Surrogate test score: 0.12359
Attacking: Epoch 53, Loss: 2.39866, Surrogate test score: 0.12359
Attacking: Epoch 54, Loss: 2.39438, Surrogate test score: 0.12359
Attacking: Epoch 55, Loss: 2.39019, Surrogate test score: 0.12359
Attacking: Epoch 56, Loss: 2.38608, Surrogate test score: 0.12359
Attacking: Epoch 57, Loss: 2.38196, Surrogate test score: 0.12347
Attacking: Epoch 58, Loss: 2.37790, Surrogate test score: 0.12347
Attacking: Epoch 59, Loss: 2.37385, Surrogate test score: 0.12347
Attacking: Epoch 60, Loss: 2.36989, Surrogate test score: 0.12347
Attacking: Epoch 61, Loss: 2.36595, Surrogate test score: 0.12347
Attacking: Epoch 62, Loss: 2.36206, Surrogate test score: 0.12336
Attacking: Epoch 63, Loss: 2.35822, Surrogate test score: 0.12336
Attacking: Epoch 64, Loss: 2.35444, Surrogate test score: 0.12336
Attacking: Epoch 65, Loss: 2.35071, Surrogate test score: 0.12336
Attacking: Epoch 66, Loss: 2.34700, Surrogate test score: 0.12325
Attacking: Epoch 67, Loss: 2.34333, Surrogate test score: 0.12325
Attacking: Epoch 68, Loss: 2.33965, Surrogate test score: 0.12325
Attacking: Epoch 69, Loss: 2.33599, Surrogate test score: 0.12325
Attacking: Epoch 70, Loss: 2.33218, Surrogate test score: 0.12314
Attacking: Epoch 71, Loss: 2.32832, Surrogate test score: 0.12314
Attacking: Epoch 72, Loss: 2.32460, Surrogate test score: 0.12303
Attacking: Epoch 73, Loss: 2.32086, Surrogate test score: 0.12303
Attacking: Epoch 74, Loss: 2.31715, Surrogate test score: 0.12303
Attacking: Epoch 75, Loss: 2.31350, Surrogate test score: 0.12303
Attacking: Epoch 76, Loss: 2.31005, Surrogate test score: 0.12303
Attacking: Epoch 77, Loss: 2.30682, Surrogate test score: 0.12303
Attacking: Epoch 78, Loss: 2.30370, Surrogate test score: 0.12303
Attacking: Epoch 79, Loss: 2.30059, Surrogate test score: 0.12303
Attacking: Epoch 80, Loss: 2.29751, Surrogate test score: 0.12303
Attacking: Epoch 81, Loss: 2.29446, Surrogate test score: 0.12303
Attacking: Epoch 82, Loss: 2.29147, Surrogate test score: 0.12303
Attacking: Epoch 83, Loss: 2.28856, Surrogate test score: 0.12303
Attacking: Epoch 84, Loss: 2.28574, Surrogate test score: 0.12303
Attacking: Epoch 85, Loss: 2.28293, Surrogate test score: 0.12303
Attacking: Epoch 86, Loss: 2.28017, Surrogate test score: 0.12303
Attacking: Epoch 87, Loss: 2.27748, Surrogate test score: 0.12303
Attacking: Epoch 88, Loss: 2.27480, Surrogate test score: 0.12303
Attacking: Epoch 89, Loss: 2.27218, Surrogate test score: 0.12280
Attacking: Epoch 90, Loss: 2.26959, Surrogate test score: 0.12280
Attacking: Epoch 91, Loss: 2.26703, Surrogate test score: 0.12280
Attacking: Epoch 92, Loss: 2.26452, Surrogate test score: 0.12280
Attacking: Epoch 93, Loss: 2.26207, Surrogate test score: 0.12280
Attacking: Epoch 94, Loss: 2.25962, Surrogate test score: 0.12280
Attacking: Epoch 95, Loss: 2.25725, Surrogate test score: 0.12280
Attacking: Epoch 96, Loss: 2.25489, Surrogate test score: 0.12280
Attacking: Epoch 97, Loss: 2.25258, Surrogate test score: 0.12280
Attacking: Epoch 98, Loss: 2.25030, Surrogate test score: 0.12280
Attacking: Epoch 99, Loss: 2.24806, Surrogate test score: 0.12280
Attacking: Epoch 100, Loss: 2.24586, Surrogate test score: 0.12280
Attacking: Epoch 101, Loss: 2.24366, Surrogate test score: 0.12280
Attacking: Epoch 102, Loss: 2.24154, Surrogate test score: 0.12280
Attacking: Epoch 103, Loss: 2.23942, Surrogate test score: 0.12280
Attacking: Epoch 104, Loss: 2.23734, Surrogate test score: 0.12280
Attacking: Epoch 105, Loss: 2.23532, Surrogate test score: 0.12280
Attacking: Epoch 106, Loss: 2.23331, Surrogate test score: 0.12280
Attacking: Epoch 107, Loss: 2.23135, Surrogate test score: 0.12269
Attacking: Epoch 108, Loss: 2.22943, Surrogate test score: 0.12269
Attacking: Epoch 109, Loss: 2.22752, Surrogate test score: 0.12269
Attacking: Epoch 110, Loss: 2.22565, Surrogate test score: 0.12269
Attacking: Epoch 111, Loss: 2.22379, Surrogate test score: 0.12269
Attacking: Epoch 112, Loss: 2.22197, Surrogate test score: 0.12269
Attacking: Epoch 113, Loss: 2.22017, Surrogate test score: 0.12269
Attacking: Epoch 114, Loss: 2.21840, Surrogate test score: 0.12269
Attacking: Epoch 115, Loss: 2.21666, Surrogate test score: 0.12269
Attacking: Epoch 116, Loss: 2.21494, Surrogate test score: 0.12269
Attacking: Epoch 117, Loss: 2.21324, Surrogate test score: 0.12269
Attacking: Epoch 118, Loss: 2.21157, Surrogate test score: 0.12269
Attacking: Epoch 119, Loss: 2.20991, Surrogate test score: 0.12269
Attacking: Epoch 120, Loss: 2.20829, Surrogate test score: 0.12269
Attacking: Epoch 121, Loss: 2.20668, Surrogate test score: 0.12269
Attacking: Epoch 122, Loss: 2.20510, Surrogate test score: 0.12269
Attacking: Epoch 123, Loss: 2.20356, Surrogate test score: 0.12269
Attacking: Epoch 124, Loss: 2.20198, Surrogate test score: 0.12269
Attacking: Epoch 125, Loss: 2.20061, Surrogate test score: 0.12269
Attacking: Epoch 126, Loss: 2.19896, Surrogate test score: 0.12269
Attacking: Epoch 127, Loss: 2.19749, Surrogate test score: 0.12269
Attacking: Epoch 128, Loss: 2.19601, Surrogate test score: 0.12269
Attacking: Epoch 129, Loss: 2.19457, Surrogate test score: 0.12269
Attacking: Epoch 130, Loss: 2.19315, Surrogate test score: 0.12258
Attacking: Epoch 131, Loss: 2.19173, Surrogate test score: 0.12258
Attacking: Epoch 132, Loss: 2.19035, Surrogate test score: 0.12258
Attacking: Epoch 133, Loss: 2.18897, Surrogate test score: 0.12258
Attacking: Epoch 134, Loss: 2.18761, Surrogate test score: 0.12258
Attacking: Epoch 135, Loss: 2.18627, Surrogate test score: 0.12258
Attacking: Epoch 136, Loss: 2.18495, Surrogate test score: 0.12258
Attacking: Epoch 137, Loss: 2.18364, Surrogate test score: 0.12258
Attacking: Epoch 138, Loss: 2.18237, Surrogate test score: 0.12258
Attacking: Epoch 139, Loss: 2.18106, Surrogate test score: 0.12258
Attacking: Epoch 140, Loss: 2.17980, Surrogate test score: 0.12258
Attacking: Epoch 141, Loss: 2.17856, Surrogate test score: 0.12258
Attacking: Epoch 142, Loss: 2.17732, Surrogate test score: 0.12258
Attacking: Epoch 143, Loss: 2.17610, Surrogate test score: 0.12258
Attacking: Epoch 144, Loss: 2.17488, Surrogate test score: 0.12258
Attacking: Epoch 145, Loss: 2.17368, Surrogate test score: 0.12258
Attacking: Epoch 146, Loss: 2.17251, Surrogate test score: 0.12258
Attacking: Epoch 147, Loss: 2.17134, Surrogate test score: 0.12258
Attacking: Epoch 148, Loss: 2.17018, Surrogate test score: 0.12258
Attacking: Epoch 149, Loss: 2.16904, Surrogate test score: 0.12258
Attacking: Epoch 150, Loss: 2.16790, Surrogate test score: 0.12258
Attacking: Epoch 151, Loss: 2.16678, Surrogate test score: 0.12258
Attacking: Epoch 152, Loss: 2.16567, Surrogate test score: 0.12258
Attacking: Epoch 153, Loss: 2.16457, Surrogate test score: 0.12258
Attacking: Epoch 154, Loss: 2.16348, Surrogate test score: 0.12258
Attacking: Epoch 155, Loss: 2.16239, Surrogate test score: 0.12258
Attacking: Epoch 156, Loss: 2.16133, Surrogate test score: 0.12258
Attacking: Epoch 157, Loss: 2.16027, Surrogate test score: 0.12258
Attacking: Epoch 158, Loss: 2.15921, Surrogate test score: 0.12258
Attacking: Epoch 159, Loss: 2.15816, Surrogate test score: 0.12258
Attacking: Epoch 160, Loss: 2.15713, Surrogate test score: 0.12258
Attacking: Epoch 161, Loss: 2.15611, Surrogate test score: 0.12258
Attacking: Epoch 162, Loss: 2.15509, Surrogate test score: 0.12258
Attacking: Epoch 163, Loss: 2.15408, Surrogate test score: 0.12258
Attacking: Epoch 164, Loss: 2.15308, Surrogate test score: 0.12258
Attacking: Epoch 165, Loss: 2.15209, Surrogate test score: 0.12258
Attacking: Epoch 166, Loss: 2.15111, Surrogate test score: 0.12258
Attacking: Epoch 167, Loss: 2.15013, Surrogate test score: 0.12258
Attacking: Epoch 168, Loss: 2.14917, Surrogate test score: 0.12258
Attacking: Epoch 169, Loss: 2.14821, Surrogate test score: 0.12258
Attacking: Epoch 170, Loss: 2.14726, Surrogate test score: 0.12258
Attacking: Epoch 171, Loss: 2.14632, Surrogate test score: 0.12258
Attacking: Epoch 172, Loss: 2.14538, Surrogate test score: 0.12258
Attacking: Epoch 173, Loss: 2.14445, Surrogate test score: 0.12258
Attacking: Epoch 174, Loss: 2.14353, Surrogate test score: 0.12258
Attacking: Epoch 175, Loss: 2.14261, Surrogate test score: 0.12258
Attacking: Epoch 176, Loss: 2.14169, Surrogate test score: 0.12258
Attacking: Epoch 177, Loss: 2.14079, Surrogate test score: 0.12258
Attacking: Epoch 178, Loss: 2.13988, Surrogate test score: 0.12258
Attacking: Epoch 179, Loss: 2.13899, Surrogate test score: 0.12246
Attacking: Epoch 180, Loss: 2.13810, Surrogate test score: 0.12246
Attacking: Epoch 181, Loss: 2.13722, Surrogate test score: 0.12235
Attacking: Epoch 182, Loss: 2.13634, Surrogate test score: 0.12235
Attacking: Epoch 183, Loss: 2.13547, Surrogate test score: 0.12235
Attacking: Epoch 184, Loss: 2.13461, Surrogate test score: 0.12235
Attacking: Epoch 185, Loss: 2.13375, Surrogate test score: 0.12235
Attacking: Epoch 186, Loss: 2.13290, Surrogate test score: 0.12235
Attacking: Epoch 187, Loss: 2.13205, Surrogate test score: 0.12235
Attacking: Epoch 188, Loss: 2.13122, Surrogate test score: 0.12235
Attacking: Epoch 189, Loss: 2.13038, Surrogate test score: 0.12235
Attacking: Epoch 190, Loss: 2.12955, Surrogate test score: 0.12235
Attacking: Epoch 191, Loss: 2.12872, Surrogate test score: 0.12235
Attacking: Epoch 192, Loss: 2.12792, Surrogate test score: 0.12235
Attacking: Epoch 193, Loss: 2.12708, Surrogate test score: 0.12224
Attacking: Epoch 194, Loss: 2.12629, Surrogate test score: 0.12224
Attacking: Epoch 195, Loss: 2.12548, Surrogate test score: 0.12224
Attacking: Epoch 196, Loss: 2.12469, Surrogate test score: 0.12224
Attacking: Epoch 197, Loss: 2.12390, Surrogate test score: 0.12224
Attacking: Epoch 198, Loss: 2.12311, Surrogate test score: 0.12224
Attacking: Epoch 199, Loss: 2.12235, Surrogate test score: 0.12224
Attacking: Epoch 200, Loss: 2.12158, Surrogate test score: 0.12224
Attacking: Epoch 201, Loss: 2.12080, Surrogate test score: 0.12224
Attacking: Epoch 202, Loss: 2.12003, Surrogate test score: 0.12224
Attacking: Epoch 203, Loss: 2.11926, Surrogate test score: 0.12224
Attacking: Epoch 204, Loss: 2.11850, Surrogate test score: 0.12224
Attacking: Epoch 205, Loss: 2.11773, Surrogate test score: 0.12224
Attacking: Epoch 206, Loss: 2.11696, Surrogate test score: 0.12224
Attacking: Epoch 207, Loss: 2.11618, Surrogate test score: 0.12224
Attacking: Epoch 208, Loss: 2.11541, Surrogate test score: 0.12224
Attacking: Epoch 209, Loss: 2.11464, Surrogate test score: 0.12224
Attacking: Epoch 210, Loss: 2.11387, Surrogate test score: 0.12224
Attacking: Epoch 211, Loss: 2.11309, Surrogate test score: 0.12224
Attacking: Epoch 212, Loss: 2.11236, Surrogate test score: 0.12213
Attacking: Epoch 213, Loss: 2.11163, Surrogate test score: 0.12213
Attacking: Epoch 214, Loss: 2.11089, Surrogate test score: 0.12213
Attacking: Epoch 215, Loss: 2.11014, Surrogate test score: 0.12213
Attacking: Epoch 216, Loss: 2.10944, Surrogate test score: 0.12213
Attacking: Epoch 217, Loss: 2.10872, Surrogate test score: 0.12213
Attacking: Epoch 218, Loss: 2.10799, Surrogate test score: 0.12213
Attacking: Epoch 219, Loss: 2.10727, Surrogate test score: 0.12213
Attacking: Epoch 220, Loss: 2.10657, Surrogate test score: 0.12213
Attacking: Epoch 221, Loss: 2.10587, Surrogate test score: 0.12213
Attacking: Epoch 222, Loss: 2.10517, Surrogate test score: 0.12213
Attacking: Epoch 223, Loss: 2.10449, Surrogate test score: 0.12213
Attacking: Epoch 224, Loss: 2.10382, Surrogate test score: 0.12213
Attacking: Epoch 225, Loss: 2.10315, Surrogate test score: 0.12213
Attacking: Epoch 226, Loss: 2.10248, Surrogate test score: 0.12213
Attacking: Epoch 227, Loss: 2.10182, Surrogate test score: 0.12213
Attacking: Epoch 228, Loss: 2.10116, Surrogate test score: 0.12213
Attacking: Epoch 229, Loss: 2.10053, Surrogate test score: 0.12213
Attacking: Epoch 230, Loss: 2.09987, Surrogate test score: 0.12213
Attacking: Epoch 231, Loss: 2.09924, Surrogate test score: 0.12213
Attacking: Epoch 232, Loss: 2.09860, Surrogate test score: 0.12213
Attacking: Epoch 233, Loss: 2.09797, Surrogate test score: 0.12213
Attacking: Epoch 234, Loss: 2.09735, Surrogate test score: 0.12213
Attacking: Epoch 235, Loss: 2.09672, Surrogate test score: 0.12213
Attacking: Epoch 236, Loss: 2.09610, Surrogate test score: 0.12213
Attacking: Epoch 237, Loss: 2.09548, Surrogate test score: 0.12213
Attacking: Epoch 238, Loss: 2.09487, Surrogate test score: 0.12213
Attacking: Epoch 239, Loss: 2.09427, Surrogate test score: 0.12213
Attacking: Epoch 240, Loss: 2.09366, Surrogate test score: 0.12213
Attacking: Epoch 241, Loss: 2.09306, Surrogate test score: 0.12213
Attacking: Epoch 242, Loss: 2.09247, Surrogate test score: 0.12213
Attacking: Epoch 243, Loss: 2.09187, Surrogate test score: 0.12213
Attacking: Epoch 244, Loss: 2.09128, Surrogate test score: 0.12213
Attacking: Epoch 245, Loss: 2.09071, Surrogate test score: 0.12213
Attacking: Epoch 246, Loss: 2.09012, Surrogate test score: 0.12213
Attacking: Epoch 247, Loss: 2.08953, Surrogate test score: 0.12213
Attacking: Epoch 248, Loss: 2.08897, Surrogate test score: 0.12213
Attacking: Epoch 249, Loss: 2.08840, Surrogate test score: 0.12213
Attacking: Epoch 250, Loss: 2.08784, Surrogate test score: 0.12213
Attacking: Epoch 251, Loss: 2.08728, Surrogate test score: 0.12213
Attacking: Epoch 252, Loss: 2.08671, Surrogate test score: 0.12213
Attacking: Epoch 253, Loss: 2.08616, Surrogate test score: 0.12213
Attacking: Epoch 254, Loss: 2.08560, Surrogate test score: 0.12213
Attacking: Epoch 255, Loss: 2.08505, Surrogate test score: 0.12213
Attacking: Epoch 256, Loss: 2.08450, Surrogate test score: 0.12213
Attacking: Epoch 257, Loss: 2.08397, Surrogate test score: 0.12213
Attacking: Epoch 258, Loss: 2.08342, Surrogate test score: 0.12213
Attacking: Epoch 259, Loss: 2.08289, Surrogate test score: 0.12213
Attacking: Epoch 260, Loss: 2.08235, Surrogate test score: 0.12213
Attacking: Epoch 261, Loss: 2.08184, Surrogate test score: 0.12213
Attacking: Epoch 262, Loss: 2.08131, Surrogate test score: 0.12213
Attacking: Epoch 263, Loss: 2.08079, Surrogate test score: 0.12213
Attacking: Epoch 264, Loss: 2.08027, Surrogate test score: 0.12213
Attacking: Epoch 265, Loss: 2.07975, Surrogate test score: 0.12213
Attacking: Epoch 266, Loss: 2.07925, Surrogate test score: 0.12213
Attacking: Epoch 267, Loss: 2.07873, Surrogate test score: 0.12213
Attacking: Epoch 268, Loss: 2.07822, Surrogate test score: 0.12213
Attacking: Epoch 269, Loss: 2.07772, Surrogate test score: 0.12213
Attacking: Epoch 270, Loss: 2.07721, Surrogate test score: 0.12213
